0	1	2
44	45	2
46	47	2
48	49	2
50	51	2
52	53	2
54	55	2
146	147	2
56	57	2
60	61	2
62	63	2
64	65	2
66	67	2
68	69	2
70	71	2
58	59	2
42	43	2
40	41	2
38	39	2
8	9	2
10	11	2
12	13	2
14	15	2
16	17	2
18	19	2
20	21	2
22	23	2
24	25	2
26	27	2
28	29	2
30	31	2
32	33	2
34	35	2
36	37	2
72	73	2
6	7	2
74	75	2
78	79	2
118	119	2
120	121	2
122	123	2
124	125	2
126	127	2
128	129	2
116	117	2
130	131	2
134	135	2
136	137	2
138	139	2
140	141	2
142	143	2
144	145	2
132	133	2
114	115	2
112	113	2
110	111	2
80	81	2
82	83	2
84	85	2
86	87	2
88	89	2
90	91	2
92	93	2
94	95	2
96	97	2
98	99	2
100	101	2
102	103	2
104	105	2
106	107	2
108	109	2
76	77	2
4	5	2
148	149	2
2	3	2
9	103	0.290039
29	57	0.217898
9	102	0.14502
8	103	0.14502
29	56	0.108949
28	57	0.108949
8	102	0.0725098
55	73	0.0718735
41	147	0.0710272
7	147	0.0687176
39	91	0.0673157
35	67	0.0632465
28	56	0.0544744
25	29	0.0543204
54	73	0.0359367
55	72	0.0359367
41	146	0.0355136
40	147	0.0355136
55	57	0.0350411
7	146	0.0343588
6	147	0.0343588
38	91	0.0336578
39	90	0.0336578
35	66	0.0316233
34	67	0.0316233
24	29	0.0271602
25	28	0.0271602
57	95	0.0260964
15	115	0.025779
29	73	0.0237767
7	41	0.0230853
59	109	0.0230847
49	89	0.0206687
125	129	0.0201417
54	72	0.0179684
40	146	0.0177568
55	56	0.0175206
54	57	0.0175206
6	146	0.0171794
38	90	0.0168289
57	73	0.0161046
34	66	0.0158116
24	28	0.0135801
57	94	0.0130482
56	95	0.0130482
14	115	0.0128895
15	114	0.0128895
29	72	0.0118883
28	73	0.0118883
7	40	0.0115427
6	41	0.0115427
58	109	0.0115424
59	108	0.0115424
83	123	0.0110316
49	88	0.0103344
48	89	0.0103344
125	128	0.0100709
124	129	0.0100709
54	56	0.00876028
19	71	0.00853396
56	73	0.0080523
57	72	0.0080523
35	101	0.00781926
25	57	0.00659255
29	95	0.00657619
56	94	0.00652411
14	114	0.00644475
28	72	0.00594416
6	40	0.00577133
58	108	0.00577118
82	123	0.0055158
83	122	0.0055158
48	88	0.00516718
39	111	0.00509433
124	128	0.00503543
77	115	0.00482785
19	70	0.00426698
18	71	0.00426698
91	111	0.00409636
56	72	0.00402615
35	100	0.00390963
34	101	0.00390963
21	109	0.00387213
29	55	0.00344406
69	111	-0.00340121
24	57	0.00329628
25	56	0.00329628
29	94	0.00328809
28	95	0.00328809
33	39	0.00327048
1	141	0.00298693
82	122	0.0027579
31	117	0.00275772
39	110	0.00254716
38	111	0.00254716
43	47	-0.00253143
76	115	0.00241393
77	114	0.00241393
47	91	0.00237333
43	91	-0.00218886
18	70	0.00213349
67	101	0.00211403
95	135	0.00211161
83	91	-0.00210395
90	111	0.00204818
91	110	0.00204818
101	137	0.00197198
34	100	0.00195482
21	108	0.00193607
20	109	0.00193607
35	137	0.0017294
29	54	0.00172203
28	55	0.00172203
68	111	-0.0017006
69	110	-0.0017006
24	56	0.00164814
28	94	0.00164405
33	38	0.00163524
32	39	0.00163524
17	75	0.00156353
0	141	0.00149346
1	140	0.00149346
77	109	0.00149133
31	116	0.00137886
30	117	0.00137886
43	87	0.00135359
79	109	0.00128438
38	110	0.00127358
42	47	-0.00126572
43	46	-0.00126572
76	114	0.00120696
46	91	0.00118666
47	90	0.00118666
43	90	-0.00109443
42	91	-0.00109443
66	101	0.00105701
67	100	0.00105701
94	135	0.0010558
95	134	0.0010558
82	91	-0.00105197
83	90	-0.00105197
69	105	0.00104196
90	110	0.00102409
65	83	0.00101369
101	136	0.00098599
100	137	0.00098599
33	83	-0.000975941
20	108	0.000968033
121	141	0.000949422
35	136	0.000864701
34	137	0.000864701
28	54	0.000861015
33	111	0.000853957
68	110	-0.000850302
32	38	0.000817621
57	135	0.00081044
16	75	0.000781765
17	74	0.000781765
23	35	0.000760756
55	95	0.000753731
0	140	0.000746732
77	108	0.000745667
76	109	0.000745667
39	47	0.000729021
9	147	0.000702189
30	116	0.000689431
43	86	0.000676793
42	87	0.000676793
105	133	0.000676508
78	109	0.000642192
79	108	0.000642192
42	46	-0.000632858
27	77	0.000598333
46	90	0.000593332
25	73	0.000572631
42	90	-0.000547216
77	85	0.000532409
66	100	0.000528507
94	134	0.000527901
7	103	0.000526819
82	90	-0.000525987
69	104	0.000520981
68	105	0.000520981
65	82	0.000506847
64	83	0.000506847
100	136	0.000492995
32	83	-0.000487971
33	82	-0.000487971
103	123	0.000475663
121	140	0.000474711
120	141	0.000474711
103	147	0.000471554
37	115	0.000445658
34	136	0.00043235
33	110	0.000426979
32	111	0.000426979
21	77	0.000425468
39	43	-0.000420482
33	47	0.000418515
71	85	0.000415907
15	77	0.000410222
57	134	0.00040522
56	135	0.00040522
3	115	0.000401065
16	74	0.000390883
23	34	0.000380378
22	35	0.000380378
55	94	0.000376866
54	95	0.000376866
76	108	0.000372833
38	47	0.000364511
39	46	0.000364511
8	147	0.000351095
9	146	0.000351095
65	135	0.000349131
42	86	0.000338396
104	133	0.000338254
105	132	0.000338254
78	108	0.000321096
39	83	-0.000302498
13	129	0.000301132
27	76	0.000299167
26	77	0.000299167
33	91	0.000292849
33	69	-0.000291465
24	73	0.000286316
25	72	0.000286316
27	59	0.000277785
83	111	-0.000272769
37	83	0.000271952
77	84	0.000266205
76	85	0.000266205
6	103	0.00026341
7	102	0.00026341
68	104	0.000260491
64	82	0.000253423
32	82	-0.000243985
39	87	-0.000242778
102	123	0.000237831
103	122	0.000237831
120	140	0.000237355
103	146	0.000235777
102	147	0.000235777
36	115	0.000222829
37	114	0.000222829
32	110	0.000213489
21	76	0.000212734
20	77	0.000212734
11	35	0.000211848
47	83	-0.000211494
38	43	-0.000210241
39	42	-0.000210241
32	47	0.000209258
33	46	0.000209258
70	85	0.000207953
71	84	0.000207953
69	77	0.000205256
15	76	0.000205111
14	77	0.000205111
25	95	0.000203035
56	134	0.00020261
1	99	0.000202102
2	115	0.000200533
3	114	0.000200533
91	93	0.000197462
105	111	-0.000196747
91	105	-0.000191571
22	34	0.000190189
54	94	0.000188433
43	63	0.000184801
11	113	0.000182971
38	46	0.000182255
8	146	0.000175547
39	93	0.000175312
59	77	0.000174883
65	134	0.000174566
64	135	0.000174566
51	75	0.000170252
104	132	0.000169127
37	77	0.000155984
39	82	-0.000151249
38	83	-0.000151249
13	128	0.000150566
12	129	0.000150566
69	133	0.000149796
26	76	0.000149583
65	95	0.000148965
33	90	0.000146425
32	91	0.000146425
33	68	-0.000145733
32	69	-0.000145733
24	72	0.000143158
21	137	0.000142226
77	131	0.00014192
71	109	0.00013927
26	59	0.000138892
27	58	0.000138892
3	37	0.000138025
77	79	0.000137991
82	111	-0.000136385
83	110	-0.000136385
37	82	0.000135976
36	83	0.000135976
76	84	0.000133102
6	102	0.000131705
39	105	-0.000130227
35	105	0.000127622
99	141	0.000123421
71	145	0.00012274
39	86	-0.000121389
38	87	-0.000121389
102	122	0.000118916
102	146	0.000117888
36	114	0.000111415
33	43	-0.000111298
59	145	0.000109743
29	135	0.00010839
23	101	0.000107237
55	135	0.000106715
20	76	0.000106367
11	34	0.000105924
10	35	0.000105924
46	83	-0.000105747
47	82	-0.000105747
38	42	-0.00010512
32	46	0.000104629
70	84	0.000103977
68	77	0.000102628
69	76	0.000102628
14	76	0.000102555
25	94	0.000101517
24	95	0.000101517
0	99	0.000101051
1	98	0.000101051
2	114	0.000100266
1	105	0.000100171
27	109	9.95846e-05
91	92	9.87308e-05
90	93	9.87308e-05
104	111	-9.83736e-05
105	110	-9.83736e-05
90	105	-9.57857e-05
91	104	-9.57857e-05
42	63	9.24006e-05
43	62	9.24006e-05
21	145	9.19343e-05
10	113	9.14857e-05
11	112	9.14857e-05
39	92	8.7656e-05
38	93	8.7656e-05
58	77	8.74413e-05
59	76	8.74413e-05
64	134	8.72828e-05
50	75	8.51261e-05
51	74	8.51261e-05
33	65	-8.3556e-05
105	121	8.03123e-05
37	76	7.79922e-05
36	77	7.79922e-05
69	83	7.59864e-05
38	82	-7.56245e-05
77	119	7.55099e-05
12	128	7.52831e-05
68	133	7.4898e-05
69	132	7.4898e-05
65	94	7.44826e-05
64	95	7.44826e-05
39	69	-7.37571e-05
32	90	7.32123e-05
32	68	-7.28663e-05
19	85	7.20106e-05
20	137	7.1113e-05
21	136	7.1113e-05
76	131	7.09602e-05
77	130	7.09602e-05
7	9	6.98673e-05
70	109	6.9635e-05
71	108	6.9635e-05
26	58	6.94462e-05
2	37	6.90124e-05
3	36	6.90124e-05
76	79	6.89955e-05
77	78	6.89955e-05
82	110	-6.81923e-05
36	82	6.7988e-05
37	69	6.67754e-05
25	55	6.62105e-05
38	105	-6.51135e-05
39	104	-6.51135e-05
34	105	6.38108e-05
35	104	6.38108e-05
13	125	6.3597e-05
59	79	6.25785e-05
98	141	6.17107e-05
99	140	6.17107e-05
70	145	6.13699e-05
71	144	6.13699e-05
38	86	-6.06946e-05
33	42	-5.56492e-05
32	43	-5.56492e-05
23	137	5.53903e-05
59	144	5.48713e-05
58	145	5.48713e-05
115	145	5.44191e-05
29	134	5.41949e-05
28	135	5.41949e-05
47	101	-5.4074e-05
57	147	5.37217e-05
23	100	5.36185e-05
22	101	5.36185e-05
54	135	5.33574e-05
55	134	5.33574e-05
1	77	5.31629e-05
10	34	5.29619e-05
