0	1	2
6	7	2
8	9	2
10	11	2
12	13	2
34	35	2
14	15	2
16	17	2
18	19	2
20	21	2
22	23	2
24	25	2
26	27	2
28	29	2
30	31	2
32	33	2
4	5	2
2	3	2
36	37	2
9	21	0.0857725
31	33	0.0740279
11	37	0.073565
9	23	0.0655188
25	29	0.0614717
9	20	0.0428862
8	21	0.0428862
30	33	0.037014
31	32	0.037014
10	37	0.0367825
11	36	0.0367825
8	23	0.0327594
9	22	0.0327594
25	28	0.0307358
24	29	0.0307358
15	37	0.0266618
8	20	0.0214431
30	32	0.018507
10	36	0.0183913
8	22	0.0163797
24	28	0.0153679
17	35	0.0139436
14	37	0.0133309
15	36	0.0133309
16	35	0.0069718
17	34	0.0069718
14	36	0.00666546
13	25	0.00427301
16	34	0.0034859
29	33	0.00280346
25	31	0.00246479
25	33	0.00238525
21	23	0.00227189
19	33	0.00224501
13	35	0.0021757
13	24	0.0021365
12	25	0.0021365
28	33	0.00140173
29	32	0.00140173
5	23	0.00133745
25	30	0.00123239
24	31	0.00123239
25	32	0.00119262
24	33	0.00119262
21	22	0.00113594
20	23	0.00113594
18	33	0.00112251
19	32	0.00112251
13	34	0.00108785
12	35	0.00108785
12	24	0.00106825
1	33	0.00105704
5	7	0.000893454
1	31	0.000740773
28	32	0.000700864
4	23	0.000668724
5	22	0.000668724
5	11	0.000640288
24	30	0.000616197
24	32	0.000596312
11	21	0.00058491
20	22	0.000567972
18	32	0.000561253
13	17	0.000552193
12	34	0.000543924
0	33	0.000528521
1	32	0.000528521
29	31	0.000482147
5	6	0.000446727
4	7	0.000446727
1	29	0.000432693
9	11	0.000426911
1	30	0.000370387
0	31	0.000370387
4	22	0.000334362
4	11	0.000320144
5	10	0.000320144
11	20	0.000292455
10	21	0.000292455
12	17	0.000276096
13	16	0.000276096
0	32	0.00026426
29	30	0.000241074
28	31	0.000241074
4	6	0.000223363
1	28	0.000216346
0	29	0.000216346
19	29	0.000216201
9	10	0.000213456
8	11	0.000213456
0	30	0.000185193
1	25	0.000168827
4	10	0.000160072
10	20	0.000146228
11	15	0.000141418
12	16	0.000138048
13	29	0.000129585
28	30	0.000120537
0	28	0.000108173
18	29	0.000108101
19	28	0.000108101
8	10	0.000106728
1	24	8.44133e-05
0	25	8.44133e-05
11	14	7.0709e-05
10	15	7.0709e-05
12	29	6.47926e-05
13	28	6.47926e-05
18	28	5.40503e-05
0	24	4.22066e-05
19	25	3.77074e-05
10	14	3.53545e-05
21	37	3.38271e-05
12	28	3.23963e-05
11	23	2.71567e-05
19	24	1.88537e-05
18	25	1.88537e-05
19	31	1.77051e-05
20	37	1.69135e-05
21	36	1.69135e-05
11	22	1.35783e-05
10	23	1.35783e-05
25	35	1.17356e-05
18	24	9.42686e-06
19	30	8.85253e-06
18	31	8.85253e-06
20	36	8.45677e-06
5	21	7.81861e-06
9	37	7.09236e-06
10	22	6.78917e-06
25	34	5.86778e-06
24	35	5.86778e-06
5	9	4.53561e-06
18	30	4.42627e-06
5	20	3.9093e-06
4	21	3.9093e-06
8	37	3.54618e-06
9	36	3.54618e-06
5	37	3.50912e-06
5	33	-3.09318e-06
24	34	2.93389e-06
7	23	2.74881e-06
17	25	2.48681e-06
5	8	2.2678e-06
4	9	2.2678e-06
4	20	1.95465e-06
8	36	1.77309e-06
4	37	1.75456e-06
5	36	1.75456e-06
5	32	-1.54659e-06
4	33	-1.54659e-06
6	23	1.37441e-06
7	22	1.37441e-06
16	25	1.2434e-06
17	24	1.2434e-06
4	8	1.1339e-06
1	13	1.01752e-06
4	36	8.77279e-07
4	32	-7.73294e-07
6	22	6.87203e-07
16	24	6.21702e-07
29	35	5.6988e-07
0	13	5.08762e-07
1	12	5.08762e-07
13	33	3.59197e-07
28	35	2.8494e-07
29	34	2.8494e-07
0	12	2.54381e-07
3	37	2.12469e-07
13	31	1.79757e-07
12	33	1.79598e-07
13	32	1.79598e-07
17	29	1.59529e-07
28	34	1.4247e-07
1	19	1.20884e-07
3	36	1.06235e-07
2	37	1.06235e-07
15	21	9.91974e-08
17	19	9.6812e-08
12	31	8.98787e-08
13	30	8.98787e-08
12	32	8.97992e-08
16	29	7.97647e-08
17	28	7.97647e-08
1	5	-7.50044e-08
5	31	-6.36877e-08
1	18	6.04421e-08
0	19	6.04421e-08
3	15	5.40785e-08
2	36	5.31173e-08
19	35	5.24729e-08
14	21	4.95987e-08
15	20	4.95987e-08
17	18	4.8406e-08
16	19	4.8406e-08
12	30	4.49394e-08
33	35	4.27847e-08
23	37	4.1062e-08
16	28	3.98824e-08
0	5	-3.75022e-08
1	4	-3.75022e-08
4	31	-3.18439e-08
5	30	-3.18439e-08
0	18	3.0221e-08
5	15	2.94819e-08
3	14	2.70393e-08
2	15	2.70393e-08
19	34	2.62364e-08
18	35	2.62364e-08
14	20	2.47993e-08
16	18	2.4203e-08
33	34	2.13923e-08
32	35	2.13923e-08
23	36	2.0531e-08
22	37	2.0531e-08
0	4	-1.87511e-08
31	35	1.83512e-08
4	30	-1.59219e-08
5	14	1.4741e-08
4	15	1.4741e-08
13	19	1.46427e-08
2	14	1.35196e-08
18	34	1.31182e-08
11	33	-1.30255e-08
32	34	1.06962e-08
22	36	1.02655e-08
