0	1	2
32	33	2
30	31	2
28	29	2
26	27	2
24	25	2
22	23	2
20	21	2
34	35	2
16	17	2
14	15	2
18	19	2
36	37	2
2	3	2
4	5	2
6	7	2
8	9	2
12	13	2
10	11	2
23	37	0.000166706
23	36	8.33528e-05
22	37	8.33528e-05
19	23	6.27429e-05
22	36	4.16764e-05
19	22	3.13714e-05
18	23	3.13714e-05
18	22	1.56857e-05
19	37	1.18545e-05
18	37	5.92725e-06
19	36	5.92725e-06
18	36	2.96363e-06
13	19	1.06503e-06
9	13	8.53166e-07
13	18	5.32514e-07
12	19	5.32514e-07
9	12	4.26583e-07
8	13	4.26583e-07
12	18	2.66257e-07
8	12	2.13292e-07
13	23	3.60019e-08
13	22	1.8001e-08
12	23	1.8001e-08
