0	1	2
6	7	2
8	9	2
10	11	2
12	13	2
14	15	2
16	17	2
18	19	2
20	21	2
22	23	2
24	25	2
26	27	2
28	29	2
30	31	2
32	33	2
34	35	2
4	5	2
2	3	2
36	37	2
23	37	1.13383
19	23	1.00346
19	37	0.814775
13	19	0.602869
9	13	0.586383
23	36	0.566913
22	37	0.566913
19	22	0.501728
18	23	0.501728
19	36	0.407388
18	37	0.407388
13	23	0.394769
17	27	0.329421
13	18	0.301434
12	19	0.301434
9	12	0.293192
8	13	0.293192
22	36	0.283456
18	22	0.250864
18	36	0.203694
1	5	0.201327
13	22	0.197385
12	23	0.197385
17	26	0.164711
16	27	0.164711
15	29	0.160258
12	18	0.150717
8	12	0.146596
15	31	0.145621
1	31	0.142237
27	29	0.120838
1	4	0.100663
0	5	0.100663
12	22	0.0986923
5	17	0.0967508
16	26	0.0823553
15	28	0.080129
14	29	0.080129
15	30	0.0728107
14	31	0.0728107
1	30	0.0711184
0	31	0.0711184
9	19	0.0700387
9	23	0.0695763
27	28	0.0604188
26	29	0.0604188
13	37	0.0553129
0	4	0.0503317
5	16	0.0483754
4	17	0.0483754
1	17	0.0473441
14	28	0.0400645
14	30	0.0364054
0	30	0.0355592
8	19	0.0350194
9	18	0.0350194
9	22	0.0347882
8	23	0.0347882
26	28	0.0302094
12	37	0.0276565
13	36	0.0276565
17	29	0.0246498
4	16	0.0241877
1	16	0.023672
0	17	0.023672
5	31	0.0225508
1	3	0.0208758
8	18	0.0175097
8	22	0.0173941
1	27	0.0173646
1	15	0.0145437
12	36	0.0138282
3	33	0.0134782
15	17	0.0133723
16	29	0.0123249
17	28	0.0123249
15	27	0.0119995
0	16	0.011836
3	5	0.0114349
4	31	0.0112754
5	30	0.0112754
1	2	0.0104379
0	3	0.0104379
11	25	0.00998565
9	37	0.00901455
0	27	0.00868228
1	26	0.00868228
1	14	0.00727187
0	15	0.00727187
5	27	0.00687418
7	11	0.00682295
3	32	0.00673909
2	33	0.00673909
15	16	0.00668617
14	17	0.00668617
16	28	0.00616245
14	27	0.00599973
15	26	0.00599973
2	5	0.00571747
3	4	0.00571747
4	30	0.00563771
0	2	0.00521894
10	25	0.00499282
11	24	0.00499282
3	31	0.00494586
29	31	0.00452728
8	37	0.00450728
9	36	0.00450728
0	26	0.00434114
13	25	0.00423958
7	25	0.00402799
31	33	0.00400841
0	14	0.00363594
4	27	0.00343709
5	26	0.00343709
6	11	0.00341148
7	10	0.00341148
2	32	0.00336955
14	16	0.00334308
23	25	0.00327113
14	26	0.00299987
2	4	0.00285873
21	25	0.00272929
10	24	0.00249641
2	31	0.00247293
3	30	0.00247293
17	31	0.00233887
29	30	0.00226364
28	31	0.00226364
8	36	0.00225364
12	25	0.00211979
13	24	0.00211979
7	24	0.002014
6	25	0.002014
31	32	0.0020042
30	33	0.0020042
9	21	0.00182979
4	26	0.00171855
9	25	0.0017103
6	10	0.00170574
5	33	0.00165334
22	25	0.00163557
23	24	0.00163557
7	21	0.00160904
1	29	0.00155727
5	15	0.00144172
20	25	0.00136465
21	24	0.00136465
2	30	0.00123646
16	31	0.00116944
17	30	0.00116944
28	30	0.00113182
12	24	0.0010599
6	24	0.001007
30	32	0.0010021
9	20	0.000914896
8	21	0.000914896
9	24	0.000855149
8	25	0.000855149
1	33	0.000833654
5	32	0.000826669
4	33	0.000826669
22	24	0.000817783
7	20	0.00080452
6	21	0.00080452
5	29	0.000793121
0	29	0.000778635
1	28	0.000778635
5	14	0.000720861
4	15	0.000720861
19	25	0.00071608
20	24	0.000682324
25	37	0.000640579
16	30	0.000584719
27	31	0.000489505
8	20	0.000457448
8	24	0.000427575
1	32	0.000416827
0	33	0.000416827
4	32	0.000413335
6	20	0.00040226
5	28	0.000396561
4	29	0.000396561
0	28	0.000389317
4	14	0.000360431
19	24	0.00035804
18	25	0.00035804
24	37	0.00032029
25	36	0.00032029
3	17	0.00029207
9	15	-0.000273671
26	31	0.000244752
27	30	0.000244752
0	32	0.000208414
4	28	0.00019828
13	21	0.000193895
18	24	0.00017902
24	36	0.000160145
13	15	-0.000157961
