sample	energy	num_occurrences	chain_break_fraction
000010001001000001000010000110000011000000110000000010110010000111100000000100001011111001010011011011100101010001010000100100000010100110000100000001	660.6694964000013	1	0.28
100110000101000001110010001000000001000000010100011010110110010011011100101001001011011101000000011000000101100010010000101000100010010001000000101000	703.1331370300016	1	0.2866666666666667
000010000110010001011010101000000011000010110100000010000100110001100100101001001011011000101011010001000101000010110000000000000010100010000000000010	758.0515362300009	1	0.2733333333333333
001000101111000011100010100100001011000000100100000010100001000111011000100000001011101001101011110101100101000000010000110100000010000110001100000000	803.2790769000015	1	0.30666666666666664
011010101011000001000101000000000000000100110010110010000011001000000111000110000101111010000001110100101110000000000000101100000000001110110000000100	810.1615506200011	1	0.24666666666666667
001010000011010001000000101000001011000000100100000010100110011111111000001001001011110001101011111001011001000010010010101100000010000010001101010000	832.2857854699964	1	0.3
001000001101100001100000001110001010000000100000010000000010100011100100101000001011111101101010110011010111000010110000101100011000111011000000010000	839.946683900002	1	0.3
001010000100000001001000001010001111010000100100010000000100010101100101100000001011011001100010010011000101000010110000101100000000010011000000000000	857.5193819299992	1	0.3333333333333333
001110001111100011000000001100000011000010110000000010101100101011110101100001001011101001111000110011000111000000010000100100100000000111000100000000	872.8429918700006	1	0.25333333333333335
001000100101100101000010101000000001000000100000000000010000011011101000000001001011010001101010110001000111000010010000100100000000010001000100000001	883.6224635400018	1	0.2866666666666667
000100010101000001110010001000000001000000000000000000110110000011000100000001001011110101001000110001000111000010110000101000100000001011000000010010	883.8558664000043	1	0.3
110010000011100101010011101010001001000000110100110101000001000001110101101110000011100100000001010010100001110001010010011100100010100100000001000101	885.6005130300014	1	0.23333333333333334
000000000110100001010010101110000011000000100100000010110010000101010000001001001011010001001010010000010011000000110000011000100001000010001100100100	887.0220135000019	1	0.26
000001100101000001000010001100000001000000100000001010100010001011010100001001001011011001100001110011000001000010010000101100001000110001000100010000	888.5203015400014	1	0.3
000000100111000011010010001110000001100000110010000000110100001011110100001001001011011001101000010011010111100010010000110100010010001011000100100000	900.8598217400037	1	0.3
000100101011001001100010001110000011000000100010000010001010101101010000100010000011011010110001010001110101100000010001110100000000100001000100000100	904.431257560003	1	0.25333333333333335
001000000111000101000010101000000001000000110100000101001000111111101100000000001011011001011011110011000111000100010000000100001010000101000101001010	913.1655530000002	1	0.29333333333333333
000010000111100001000010001100000010000000110100010010100010001011100101101001001011011101111010010000010011000000010000101000101000100011001100000001	914.4288492700016	1	0.31333333333333335
100000101011100001100110101100000000000000100010010010000010001110110000001000001001001010101011110111011111000000010001111100000000100111000000000001	929.965319400001	1	0.22
000100000111000111000010101100000001000000100100010000101110100111101100001000001011001000011010010111000111000010100000101100001000100011001000010100	931.7905242000035	1	0.24666666666666667
