sample	energy	num_occurrences	chain_break_fraction
01010110100101110000011010101000101011	1.0	1	0.2631578947368421
01010110100101110000011110101000100011	2.0	2	0.2631578947368421
01010111100101010000011110101001100011	2.0	1	0.2631578947368421
01010111100101110000010110101000100011	2.0	1	0.3157894736842105
10010110100101110000011100101000100011	2.0	1	0.2631578947368421
01010110100101110000011100001000101011	2.0	1	0.23684210526315788
10101000011010001101100101010111011100	2.0	1	0.21052631578947367
01010110100101110000011100101000100011	2.0	1	0.23684210526315788
01010111100101110000011110101001100001	2.0	1	0.2894736842105263
00010111100101110000011110101000100001	2.0	1	0.2894736842105263
01010111100101110000011110101001101011	3.0	2	0.2894736842105263
01010111100101110010011110101000101011	3.0	1	0.2894736842105263
00010111100101110000011110101000101011	3.0	1	0.34210526315789475
10010110100101110000011110101000100011	3.0	2	0.23684210526315788
01011110100101110000011110101000100011	3.0	1	0.2631578947368421
01010111100101110000011100101001100001	3.0	2	0.23684210526315788
01011110100101110000011100101000100011	4.0	3	0.2631578947368421
01010111100101110000011110101000100011	4.0	5	0.23684210526315788
01010111100101111000011100001000100011	4.0	1	0.23684210526315788
10010111110101110000010110101000100011	4.0	1	0.2631578947368421
