0	1	2
36	37	2
34	35	2
32	33	2
30	31	2
28	29	2
26	27	2
78	79	2
38	39	2
24	25	2
20	21	2
18	19	2
16	17	2
14	15	2
12	13	2
10	11	2
8	9	2
22	23	2
6	7	2
40	41	2
44	45	2
76	77	2
74	75	2
72	73	2
70	71	2
68	69	2
66	67	2
64	65	2
42	43	2
62	63	2
58	59	2
56	57	2
54	55	2
52	53	2
50	51	2
48	49	2
46	47	2
60	61	2
4	5	2
80	81	2
2	3	2
7	11	0.0499328
9	45	0.0473392
11	65	0.0406208
7	65	0.027313
7	10	0.0249664
6	11	0.0249664
8	45	0.0236696
9	44	0.0236696
11	64	0.0203104
10	65	0.0203104
7	64	0.0136565
6	65	0.0136565
6	10	0.0124832
8	44	0.0118348
33	73	0.0105097
10	64	0.0101552
15	77	0.00877374
1	79	0.00709295
6	64	0.00682825
33	72	0.00525487
32	73	0.00525487
41	73	0.00496011
15	76	0.00438687
14	77	0.00438687
3	41	0.0039487
1	78	0.00354648
0	79	0.00354648
9	41	0.00298788
32	72	0.00262744
40	73	0.00248006
41	72	0.00248006
9	71	0.0022281
41	71	0.002225
14	76	0.00219344
3	40	0.00197435
2	41	0.00197435
0	78	0.00177324
13	77	0.00161428
8	41	0.00149394
9	40	0.00149394
40	72	0.00124003
9	70	0.00111405
8	71	0.00111405
41	70	0.0011125
40	71	0.0011125
17	79	0.000997811
2	40	0.000987175
13	76	0.000807142
12	77	0.000807142
8	40	0.000746969
5	29	0.000609657
45	71	0.000587281
8	70	0.000557024
40	70	0.000556251
47	71	0.000545303
16	79	0.000498906
17	78	0.000498906
25	33	0.000484868
15	61	0.000456554
33	47	0.000448992
12	76	0.000403571
5	28	0.000304829
4	29	0.000304829
44	71	0.000293641
45	70	0.000293641
46	71	0.000272651
47	70	0.000272651
16	78	0.000249453
24	33	0.000242434
25	32	0.000242434
61	77	0.000241462
14	61	0.000228277
15	60	0.000228277
5	25	0.000227701
41	45	0.000226313
32	47	0.000224496
33	46	0.000224496
41	47	0.000210243
39	51	0.000187562
4	28	0.000152414
44	70	0.00014682
46	70	0.000136326
24	32	0.000121217
60	77	0.000120731
61	76	0.000120731
3	9	0.00011963
67	77	0.000114541
14	60	0.000114139
5	24	0.00011385
4	25	0.00011385
40	45	0.000113156
41	44	0.000113156
32	46	0.000112248
41	46	0.000105121
40	47	0.000105121
39	50	9.37812e-05
38	51	9.37812e-05
3	71	9.17151e-05
9	47	8.35881e-05
45	47	6.33186e-05
60	76	6.03655e-05
3	8	5.9815e-05
2	9	5.9815e-05
66	77	5.72707e-05
67	76	5.72707e-05
4	24	5.69252e-05
40	44	5.65782e-05
39	69	5.47326e-05
40	46	5.25607e-05
3	47	5.21212e-05
38	50	4.68906e-05
2	71	4.58576e-05
3	70	4.58576e-05
17	67	4.30498e-05
3	73	4.19691e-05
8	47	4.17941e-05
9	46	4.17941e-05
23	71	4.03815e-05
9	33	4.00295e-05
45	46	3.16593e-05
44	47	3.16593e-05
2	8	2.99075e-05
11	35	2.97476e-05
66	76	2.86353e-05
33	71	2.79597e-05
39	68	2.73663e-05
38	69	2.73663e-05
3	46	2.60606e-05
2	47	2.60606e-05
41	69	2.52976e-05
9	73	2.37759e-05
2	70	2.29288e-05
71	73	2.29057e-05
3	45	2.22519e-05
16	67	2.15249e-05
17	66	2.15249e-05
7	35	2.15082e-05
3	72	2.09846e-05
2	73	2.09846e-05
8	46	2.0897e-05
22	71	2.01908e-05
23	70	2.01908e-05
8	33	2.00148e-05
9	32	2.00148e-05
45	55	1.95896e-05
3	69	1.83845e-05
9	69	1.81106e-05
3	33	1.6548e-05
25	73	1.61679e-05
44	46	1.58297e-05
47	73	1.55924e-05
33	41	1.54542e-05
11	34	1.48738e-05
10	35	1.48738e-05
3	23	1.40908e-05
33	70	1.39799e-05
32	71	1.39799e-05
38	68	1.36831e-05
2	46	1.30303e-05
41	68	1.26488e-05
40	69	1.26488e-05
8	73	1.1888e-05
9	72	1.1888e-05
25	29	1.18249e-05
70	73	1.14529e-05
71	72	1.14529e-05
2	45	1.1126e-05
3	44	1.1126e-05
16	66	1.07624e-05
6	35	1.07541e-05
7	34	1.07541e-05
39	63	1.05142e-05
2	72	1.04923e-05
22	70	1.00954e-05
3	55	1.00552e-05
8	32	1.00074e-05
33	63	9.92562e-06
44	55	9.79479e-06
45	54	9.79479e-06
45	69	9.76918e-06
2	69	9.19224e-06
3	68	9.19224e-06
8	69	9.05531e-06
9	68	9.05531e-06
19	77	8.66868e-06
5	73	8.64227e-06
3	32	8.27399e-06
2	33	8.27399e-06
25	72	8.08395e-06
24	73	8.08395e-06
69	71	7.92244e-06
46	73	7.7962e-06
47	72	7.7962e-06
32	41	7.72708e-06
33	40	7.72708e-06
33	45	7.69651e-06
10	34	7.43689e-06
3	22	7.0454e-06
2	23	7.0454e-06
32	70	6.98993e-06
51	63	6.94723e-06
40	68	6.32441e-06
47	55	6.21622e-06
8	72	5.94398e-06
24	29	5.91243e-06
25	28	5.91243e-06
70	72	5.72643e-06
2	44	5.56298e-06
6	34	5.37704e-06
38	63	5.25708e-06
39	62	5.25708e-06
3	54	5.02762e-06
2	55	5.02762e-06
33	62	4.96281e-06
32	63	4.96281e-06
44	54	4.8974e-06
45	68	4.88459e-06
44	69	4.88459e-06
2	68	4.59612e-06
8	68	4.52766e-06
18	77	4.33434e-06
19	76	4.33434e-06
4	73	4.32114e-06
5	72	4.32114e-06
2	32	4.137e-06
24	72	4.04197e-06
69	70	3.96122e-06
68	71	3.96122e-06
46	72	3.8981e-06
32	40	3.86354e-06
32	45	3.84825e-06
33	44	3.84825e-06
2	22	3.5227e-06
50	63	3.47362e-06
51	62	3.47362e-06
47	54	3.10811e-06
46	55	3.10811e-06
24	28	2.95621e-06
23	57	2.88444e-06
38	62	2.62854e-06
21	67	2.54686e-06
2	54	2.51381e-06
32	62	2.4814e-06
25	27	2.47324e-06
44	68	2.44229e-06
23	41	2.3551e-06
18	76	2.16717e-06
4	72	2.16057e-06
68	70	1.98061e-06
61	67	1.9323e-06
32	44	1.92413e-06
33	69	1.86264e-06
69	73	1.82078e-06
50	62	1.73681e-06
5	45	1.70864e-06
1	17	1.70691e-06
46	54	1.55405e-06
45	73	1.49231e-06
55	71	1.47847e-06
23	56	1.44222e-06
22	57	1.44222e-06
23	33	1.43826e-06
63	69	1.42859e-06
21	66	1.27343e-06
20	67	1.27343e-06
24	27	1.23662e-06
25	26	1.23662e-06
22	41	1.17755e-06
23	40	1.17755e-06
15	67	1.13107e-06
51	69	1.0405e-06
60	67	9.66151e-07
61	66	9.66151e-07
33	68	9.31322e-07
32	69	9.31322e-07
68	73	9.10392e-07
69	72	9.10392e-07
5	33	9.00714e-07
5	44	8.54319e-07
4	45	8.54319e-07
1	16	8.53453e-07
0	17	8.53453e-07
25	47	8.50904e-07
45	72	7.46155e-07
44	73	7.46155e-07
55	70	7.39233e-07
54	71	7.39233e-07
22	56	7.21109e-07
23	32	7.19132e-07
22	33	7.19132e-07
63	68	7.14297e-07
62	69	7.14297e-07
23	73	6.45066e-07
57	73	6.4062e-07
20	66	6.36716e-07
24	26	6.1831e-07
33	53	6.16138e-07
22	40	5.88775e-07
14	67	5.65536e-07
15	66	5.65536e-07
51	68	5.20252e-07
50	69	5.20252e-07
60	66	4.83075e-07
32	68	4.65661e-07
5	9	4.6463e-07
68	72	4.55196e-07
4	33	4.50357e-07
5	32	4.50357e-07
4	44	4.2716e-07
0	16	4.26727e-07
25	46	4.25452e-07
24	47	4.25452e-07
44	72	3.73078e-07
54	70	3.69617e-07
22	32	3.59566e-07
49	73	3.59298e-07
62	68	3.57149e-07
13	19	3.5131e-07
3	25	3.46468e-07
63	73	3.31797e-07
23	72	3.22533e-07
22	73	3.22533e-07
56	73	3.2031e-07
57	72	3.2031e-07
33	52	3.08069e-07
32	53	3.08069e-07
14	66	2.82768e-07
27	33	2.6911e-07
50	68	2.60126e-07
41	55	2.52951e-07
25	69	2.403e-07
43	59	2.3234e-07
5	8	2.32315e-07
4	9	2.32315e-07
33	49	2.29515e-07
4	32	2.25178e-07
24	46	2.12726e-07
48	73	1.79649e-07
49	72	1.79649e-07
12	19	1.75655e-07
13	18	1.75655e-07
3	24	1.73234e-07
2	25	1.73234e-07
63	72	1.65899e-07
62	73	1.65899e-07
23	69	1.62808e-07
22	72	1.61266e-07
56	72	1.60155e-07
9	55	1.58809e-07
47	69	1.56509e-07
32	52	1.54034e-07
23	47	1.44485e-07
5	71	1.40452e-07
26	33	1.34555e-07
27	32	1.34555e-07
41	54	1.26476e-07
40	55	1.26476e-07
25	68	1.2015e-07
24	69	1.2015e-07
43	58	1.1617e-07
42	59	1.1617e-07
4	8	1.16157e-07
32	49	1.14757e-07
33	48	1.14757e-07
27	53	1.11001e-07
35	65	1.0806e-07
25	45	9.7059e-08
48	72	8.98246e-08
12	18	8.78275e-08
2	24	8.66169e-08
62	72	8.29493e-08
22	69	8.14042e-08
23	68	8.14042e-08
1	21	7.96854e-08
8	55	7.94046e-08
9	54	7.94046e-08
46	69	7.82547e-08
47	68	7.82547e-08
25	53	7.6124e-08
1	81	7.49365e-08
22	47	7.22425e-08
23	46	7.22425e-08
5	70	7.02261e-08
4	71	7.02261e-08
26	32	6.72775e-08
53	73	6.4975e-08
17	21	6.44786e-08
40	54	6.32378e-08
24	68	6.0075e-08
42	58	5.8085e-08
55	69	5.79049e-08
32	48	5.73787e-08
26	53	5.55005e-08
27	52	5.55005e-08
5	41	5.54652e-08
21	79	5.45926e-08
34	65	5.40301e-08
35	64	5.40301e-08
24	45	4.85295e-08
25	44	4.85295e-08
49	57	4.67282e-08
22	68	4.07021e-08
1	20	3.98427e-08
0	21	3.98427e-08
8	54	3.97023e-08
46	68	3.91274e-08
24	53	3.8062e-08
25	52	3.8062e-08
1	80	3.74682e-08
0	81	3.74682e-08
22	46	3.61212e-08
4	70	3.51131e-08
53	72	3.24875e-08
52	73	3.24875e-08
17	20	3.22393e-08
16	21	3.22393e-08
5	69	3.10465e-08
25	55	2.9633e-08
25	41	2.95402e-08
54	69	2.89525e-08
55	68	2.89525e-08
26	52	2.77503e-08
5	40	2.77326e-08
4	41	2.77326e-08
20	79	2.72963e-08
21	78	2.72963e-08
34	64	2.70151e-08
24	44	2.42648e-08
48	57	2.33641e-08
49	56	2.33641e-08
21	81	2.2746e-08
1	43	2.2571e-08
9	23	2.09562e-08
0	20	1.99213e-08
24	52	1.9031e-08
3	5	1.89458e-08
0	80	1.87341e-08
52	72	1.62438e-08
16	20	1.61196e-08
5	68	1.55233e-08
4	69	1.55233e-08
9	25	1.5114e-08
25	54	1.48165e-08
24	55	1.48165e-08
25	40	1.47701e-08
24	41	1.47701e-08
54	68	1.44762e-08
19	67	1.39197e-08
4	40	1.38663e-08
20	78	1.36481e-08
48	56	1.1682e-08
13	15	1.14936e-08
25	71	1.14452e-08
20	81	1.1373e-08
21	80	1.1373e-08
1	42	1.12855e-08
0	43	1.12855e-08
9	22	1.04781e-08
8	23	1.04781e-08
