0	1	2
84	85	2
82	83	2
80	81	2
78	79	2
76	77	2
74	75	2
72	73	2
70	71	2
68	69	2
66	67	2
64	65	2
62	63	2
86	87	2
60	61	2
56	57	2
54	55	2
52	53	2
50	51	2
146	147	2
46	47	2
44	45	2
42	43	2
40	41	2
38	39	2
36	37	2
34	35	2
58	59	2
32	33	2
88	89	2
92	93	2
144	145	2
142	143	2
140	141	2
138	139	2
136	137	2
134	135	2
132	133	2
130	131	2
128	129	2
126	127	2
124	125	2
122	123	2
90	91	2
120	121	2
116	117	2
114	115	2
112	113	2
110	111	2
108	109	2
106	107	2
104	105	2
102	103	2
100	101	2
98	99	2
96	97	2
94	95	2
118	119	2
30	31	2
48	49	2
148	149	2
18	19	2
20	21	2
12	13	2
10	11	2
22	23	2
8	9	2
16	17	2
24	25	2
14	15	2
26	27	2
28	29	2
4	5	2
2	3	2
6	7	2
99	127	2.46646e-05
5	63	1.70323e-05
99	126	1.23323e-05
98	127	1.23323e-05
5	62	8.51613e-06
4	63	8.51613e-06
23	83	6.82766e-06
98	126	6.16615e-06
29	41	5.09403e-06
4	62	4.25806e-06
17	69	4.14893e-06
23	82	3.41383e-06
22	83	3.41383e-06
13	81	3.31263e-06
29	40	2.54701e-06
28	41	2.54701e-06
16	69	2.07447e-06
17	68	2.07447e-06
22	82	1.70692e-06
13	80	1.65632e-06
12	81	1.65632e-06
28	40	1.27351e-06
16	68	1.03723e-06
12	80	8.28158e-07
1	21	5.53311e-07
17	145	5.22728e-07
119	143	3.46833e-07
1	20	2.76655e-07
0	21	2.76655e-07
16	145	2.61364e-07
17	144	2.61364e-07
7	57	1.84263e-07
119	142	1.73417e-07
118	143	1.73417e-07
69	145	1.59949e-07
0	20	1.38328e-07
16	144	1.30682e-07
7	17	1.21709e-07
6	57	9.21317e-08
7	56	9.21317e-08
118	142	8.67083e-08
68	145	7.99747e-08
69	144	7.99747e-08
7	16	6.08546e-08
6	17	6.08546e-08
6	56	4.60659e-08
25	61	4.08461e-08
68	144	3.99874e-08
107	113	3.37968e-08
63	113	3.11369e-08
6	16	3.04273e-08
17	29	2.76934e-08
24	61	2.0423e-08
25	60	2.0423e-08
107	112	1.68984e-08
106	113	1.68984e-08
63	112	1.55684e-08
62	113	1.55684e-08
27	91	1.4594e-08
16	29	1.38467e-08
17	28	1.38467e-08
24	60	1.02115e-08
