2	3	217.654
16	17	165.202
21	37	150.334
17	21	147.106
17	37	144.43
9	27	139.829
19	37	136.911
26	27	134.724
15	31	131.059
25	33	129.413
1	27	126.574
13	27	124.528
25	27	123.99
3	27	123.826
19	25	123.4
30	31	120.843
15	33	119.364
3	9	117.3
27	37	113.074
27	33	110.369
13	29	110.187
24	25	108.803
9	13	104.378
36	37	102.35
3	25	99.5502
10	11	99.1409
19	27	99.0037
1	25	98.8543
5	13	98.6469
25	37	97.5656
6	7	97.0259
19	21	96.7604
29	37	96.2513
17	29	95.1981
23	25	93.8069
5	27	93.2909
21	27	91.7383
21	29	90.2254
13	21	90.1809
27	29	89.7914
13	33	89.4082
13	19	89.0857
32	33	88.8203
1	37	87.4511
1	3	87.231
12	13	86.2881
20	21	84.8682
8	9	84.635
23	37	84.2091
9	19	83.5465
19	29	83.0617
14	15	82.9101
18	19	81.3743
23	27	80.9919
13	31	80.8662
13	37	80.5529
1	21	80.4238
31	33	79.5473
29	35	79.0738
5	21	78.5829
1	35	78.5171
5	7	78.2698
3	13	78.0759
19	23	77.7646
1	19	77.6444
9	33	77.4504
7	13	77.1741
28	29	76.7159
21	25	76.4713
33	35	76.4583
25	35	76.3157
5	37	76.2212
13	25	76.1252
20	37	75.167
21	36	75.167
9	25	75.0408
16	21	73.553
17	20	73.553
23	29	73.3306
1	23	72.8239
0	1	72.4328
5	25	72.4195
16	37	72.2151
17	36	72.2151
9	15	71.8353
5	11	71.1831
1	13	70.5908
21	23	70.4265
25	29	70.0576
13	17	70.0359
8	27	69.9144
9	26	69.9144
9	29	69.6834
1	33	69.4643
9	31	69.3735
3	23	69.3431
19	33	68.9444
4	5	68.7081
1	5	68.7002
13	15	68.5601
18	37	68.4555
19	36	68.4555
29	33	68.4432
15	27	68.3303
9	23	67.672
9	37	66.9493
5	9	66.769
27	31	66.5423
5	19	66.0492
27	35	66.0377
11	13	66.0367
14	31	65.5293
15	30	65.5293
24	33	64.7065
25	32	64.7065
3	35	64.2112
34	35	63.9473
22	23	63.5567
1	9	63.3546
1	26	63.2871
0	27	63.2871
23	35	62.7729
11	31	62.7461
12	27	62.2641
13	26	62.2641
25	26	61.995
24	27	61.995
3	26	61.9129
2	27	61.9129
19	24	61.7002
18	25	61.7002
15	17	-61.6632
9	11	61.0096
5	33	60.8044
35	37	59.9771
14	33	59.6821
15	32	59.6821
23	33	59.2362
1	29	59.141
17	23	58.9861
3	8	58.65
2	9	58.65
9	35	58.1949
21	33	57.8868
7	21	57.1912
26	37	56.5368
27	36	56.5368
3	37	56.3128
27	32	55.1843
26	33	55.1843
13	28	55.0935
12	29	55.0935
7	11	54.9264
3	5	54.0438
7	19	53.9366
13	35	53.8968
13	23	52.9501
19	35	52.8666
7	17	52.4615
15	35	52.3567
8	13	52.1889
9	12	52.1889
11	15	52.0207
3	19	51.6121
5	23	50.4939
21	35	49.8105
2	25	49.7751
3	24	49.7751
19	26	49.5018
18	27	49.5018
9	21	49.4822
0	25	49.4271
1	24	49.4271
5	12	49.3235
4	13	49.3235
11	33	49.0436
24	37	48.7828
25	36	48.7828
3	29	48.7403
17	35	48.5381
18	21	48.3802
19	20	48.3802
29	36	48.1257
28	37	48.1257
16	29	47.599
17	28	47.599
22	25	46.9035
23	24	46.9035
4	27	46.6455
5	26	46.6455
1	17	46.3803
7	37	46.3509
21	26	45.8692
20	27	45.8692
21	28	45.1127
20	29	45.1127
13	20	45.0905
12	21	45.0905
5	31	44.9912
26	29	44.8957
27	28	44.8957
12	33	44.7041
13	32	44.7041
13	18	44.5429
12	19	44.5429
11	27	44.0053
1	36	43.7255
0	37	43.7255
1	2	43.6155
0	3	43.6155
33	37	42.9054
17	33	-42.6171
7	29	42.5169
15	29	42.5018
22	37	42.1046
23	36	42.1046
17	19	41.9519
8	19	41.7733
9	18	41.7733
19	28	41.5308
18	29	41.5308
7	27	-41.2511
22	27	40.496
23	26	40.496
12	31	40.4331
13	30	40.4331
12	37	40.2765
13	36	40.2765
0	21	40.2119
1	20	40.2119
30	33	39.7736
31	32	39.7736
7	31	39.6473
29	34	39.5369
28	35	39.5369
4	21	39.2914
5	20	39.2914
3	33	39.2833
1	34	39.2586
0	35	39.2586
4	7	39.1349
5	6	39.1349
2	13	39.038
3	12	39.038
18	23	38.8823
19	22	38.8823
1	18	38.8222
0	19	38.8222
9	32	38.7252
8	33	38.7252
31	35	38.6342
7	12	38.587
6	13	38.587
21	24	38.2356
20	25	38.2356
33	34	38.2292
32	35	38.2292
24	35	38.1578
25	34	38.1578
4	37	38.1106
5	36	38.1106
12	25	38.0626
13	24	38.0626
20	36	37.5835
9	24	37.5204
8	25	37.5204
1	15	37.0067
5	29	36.9718
16	20	36.7765
23	28	36.6653
22	29	36.6653
0	23	36.412
1	22	36.412
4	25	36.2097
5	24	36.2097
16	36	36.1076
15	25	36.0824
8	15	35.9177
9	14	35.9177
4	11	35.5916
5	10	35.5916
0	13	35.2954
1	12	35.2954
20	23	35.2133
21	22	35.2133
3	7	-35.0487
25	28	35.0288
24	29	35.0288
13	16	35.0179
12	17	35.0179
8	26	34.9572
9	28	34.8417
8	29	34.8417
0	33	34.7321
1	32	34.7321
9	30	34.6868
8	31	34.6868
3	22	34.6716
2	23	34.6716
18	33	34.4722
19	32	34.4722
1	4	34.3501
0	5	34.3501
12	15	34.2801
13	14	34.2801
18	36	34.2278
29	32	34.2216
28	33	34.2216
29	31	34.1767
14	27	34.1651
15	26	34.1651
9	22	33.836
8	23	33.836
7	33	33.7778
15	19	33.7304
9	36	33.4746
8	37	33.4746
4	9	33.3845
5	8	33.3845
27	30	33.2711
26	31	33.2711
4	19	33.0246
5	18	33.0246
27	34	33.0189
26	35	33.0189
10	13	33.0184
11	12	33.0184
14	30	32.7647
31	37	-32.5573
17	27	32.3616
24	32	32.3532
11	19	32.3163
3	34	32.1056
2	35	32.1056
11	17	-31.8072
0	9	31.6773
1	8	31.6773
0	26	31.6435
1	31	31.587
22	35	31.3864
23	34	31.3864
11	30	31.3731
10	31	31.3731
12	26	31.1321
5	17	31.0084
24	26	30.9975
2	26	30.9564
18	24	30.8501
15	16	-30.8316
14	17	-30.8316
7	23	30.6705
9	10	30.5048
8	11	30.5048
4	33	30.4022
5	32	30.4022
34	37	29.9886
35	36	29.9886
14	32	29.841
23	32	29.6181
22	33	29.6181
0	29	29.5705
1	28	29.5705
16	23	29.4931
17	22	29.4931
7	15	29.3804
2	8	29.325
8	35	29.0974
9	34	29.0974
20	33	28.9434
21	32	28.9434
5	35	28.6281
7	20	28.5956
6	21	28.5956
26	36	28.2684
2	37	28.1564
3	36	28.1564
5	15	27.8831
26	32	27.5921
12	28	27.5467
6	11	27.4632
7	10	27.4632
2	5	27.0219
3	4	27.0219
6	19	26.9683
7	18	26.9683
12	35	26.9484
13	34	26.9484
7	35	26.8346
13	22	26.4751
12	23	26.4751
19	34	26.4333
18	35	26.4333
6	17	26.2308
7	16	26.2308
14	35	26.1783
15	34	26.1783
8	12	26.0945
11	14	26.0104
10	15	26.0104
2	19	25.8061
3	18	25.8061
4	23	25.247
5	22	25.247
20	35	24.9052
21	34	24.9052
2	24	24.8876
18	26	24.7509
8	21	24.7411
9	20	24.7411
0	24	24.7136
4	12	24.6617
11	32	24.5218
10	33	24.5218
24	36	24.3914
3	28	24.3702
2	29	24.3702
16	35	24.269
17	34	24.269
18	20	24.1901
28	36	24.0628
16	28	23.7995
11	23	23.63
22	24	23.4517
4	26	23.3227
1	16	23.1902
0	17	23.1902
6	37	23.1754
7	36	23.1754
20	26	22.9346
20	28	22.5564
12	20	22.5452
4	31	22.4956
5	30	22.4956
26	28	22.4478
12	32	22.3521
12	18	22.2714
11	26	22.0026
10	27	22.0026
7	25	21.9169
0	36	21.8628
0	2	21.8078
33	36	21.4527
32	37	21.4527
17	32	-21.3085
16	33	-21.3085
6	29	21.2584
7	28	21.2584
15	28	21.2509
14	29	21.2509
22	36	21.0523
17	18	20.9759
16	19	20.9759
8	18	20.8866
18	28	20.7654
6	27	-20.6256
7	26	-20.6256
22	26	20.248
12	30	20.2165
12	36	20.1382
0	20	20.1059
30	32	19.8868
7	30	19.8237
6	31	19.8237
28	34	19.7685
4	20	19.6457
3	32	19.6416
2	33	19.6416
0	34	19.6293
4	6	19.5675
2	12	19.519
18	22	19.4411
0	18	19.4111
8	32	19.3626
30	35	19.3171
31	34	19.3171
6	12	19.2935
20	24	19.1178
32	34	19.1146
24	34	19.0789
4	36	19.0553
12	24	19.0313
8	24	18.7602
0	15	18.5034
1	14	18.5034
4	29	18.4859
5	28	18.4859
22	28	18.3326
0	22	18.206
4	24	18.1049
15	24	18.0412
14	25	18.0412
8	14	17.9588
4	10	17.7958
0	12	17.6477
20	22	17.6066
3	6	-17.5243
2	7	-17.5243
24	28	17.5144
12	16	17.509
8	28	17.4208
0	32	17.3661
8	30	17.3434
2	22	17.3358
18	32	17.2361
0	4	17.1751
12	14	17.14
28	32	17.1108
29	30	17.0883
28	31	17.0883
14	26	17.0826
8	22	16.918
7	32	16.8889
6	33	16.8889
15	18	16.8652
14	19	16.8652
8	36	16.7373
4	8	16.6922
26	30	16.6356
4	18	16.5123
26	34	16.5094
10	12	16.5092
31	36	-16.2787
30	37	-16.2787
16	27	16.1808
17	26	16.1808
10	19	16.1582
11	18	16.1582
2	34	16.0528
10	17	-15.9036
11	16	-15.9036
0	8	15.8387
1	30	15.7935
0	31	15.7935
22	34	15.6932
10	30	15.6865
15	37	-15.6477
5	16	15.5042
4	17	15.5042
14	16	-15.4158
7	22	15.3352
6	23	15.3352
8	10	15.2524
4	32	15.2011
34	36	14.9943
22	32	14.8091
0	28	14.7852
16	22	14.7465
7	14	14.6902
6	15	14.6902
8	34	14.5487
20	32	14.4717
5	34	14.314
4	35	14.314
6	20	14.2978
11	25	14.1246
2	36	14.0782
4	15	13.9416
5	14	13.9416
6	10	13.7316
2	4	13.511
6	18	13.4842
12	34	13.4742
6	35	13.4173
7	34	13.4173
11	35	-13.318
12	22	13.2375
18	34	13.2167
6	16	13.1154
14	34	13.0892
10	14	13.0052
2	18	12.903
4	22	12.6235
11	21	12.5692
20	34	12.4526
8	20	12.3705
10	32	12.2609
2	28	12.1851
16	34	12.1345
7	9	11.8188
10	23	11.815
11	22	11.815
0	16	11.5951
6	36	11.5877
3	31	-11.5752
3	15	11.5506
4	30	11.2478
10	26	11.0013
6	25	10.9585
7	24	10.9585
32	36	10.7263
16	32	-10.6543
6	28	10.6292
14	28	10.6254
19	31	10.5835
16	18	10.488
1	7	10.455
6	26	-10.3128
15	21	10.176
6	30	9.91183
2	32	9.82082
30	34	9.65855
11	29	9.47147
3	17	-9.26202
0	14	9.25168
4	28	9.24296
14	24	9.02061
2	6	-8.76217
15	23	8.63782
28	30	8.54417
6	32	8.44444
14	18	8.43259
30	36	-8.13933
16	26	8.0904
10	18	8.07908
10	16	-7.95179
0	30	7.89676
15	36	-7.82385
14	37	-7.82385
4	16	7.7521
6	22	7.66762
6	14	7.3451
25	31	-7.30636
4	34	7.15702
11	24	7.06232
10	25	7.06232
4	14	6.97079
6	34	6.70866
10	35	-6.65901
11	34	-6.65901
21	31	6.62593
3	21	6.39552
11	20	6.28461
10	21	6.28461
6	9	5.9094
7	8	5.9094
10	22	5.9075
2	31	-5.7876
3	30	-5.7876
3	14	5.77528
2	15	5.77528
6	24	5.47923
19	30	5.29176
18	31	5.29176
1	6	5.22752
0	7	5.22752
15	20	5.08802
14	21	5.08802
11	28	4.73574
10	29	4.73574
3	16	-4.63101
2	17	-4.63101
3	11	4.54735
15	22	4.31891
14	23	4.31891
14	36	-3.91192
25	30	-3.65318
24	31	-3.65318
10	24	3.53116
10	34	-3.3295
21	30	3.31297
20	31	3.31297
23	31	-3.22116
2	21	3.19776
3	20	3.19776
10	20	3.14231
9	17	2.98155
1	11	2.97954
6	8	2.9547
2	30	-2.8938
2	14	2.88764
18	30	2.64588
0	6	2.61376
14	20	2.54401
17	25	-2.38021
10	28	2.36787
2	16	-2.3155
2	11	2.27367
3	10	2.27367
17	31	-2.21144
14	22	2.15945
11	37	2.08154
24	30	-1.82659
20	30	1.65648
23	30	-1.61058
22	31	-1.61058
2	20	1.59888
9	16	1.49078
8	17	1.49078
1	10	1.48977
0	11	1.48977
16	25	-1.1901
17	24	-1.1901
2	10	1.13684
16	31	-1.10572
17	30	-1.10572
10	37	1.04077
11	36	1.04077
22	30	-0.805291
8	16	0.745389
0	10	0.744886
16	24	-0.595052
16	30	-0.552861
10	36	0.520384
