sample	energy	num_occurrences	chain_break_fraction
10101111001100011000010010100010000111	4.701189999999986	5	0.3157894736842105
00101111000100011000000110100010000111	5.608630000000009	1	0.2631578947368421
10101111001100011000010010101010001111	5.883670000000002	1	0.3157894736842105
10001111001100011000011010100010000111	6.159029999999991	2	0.3157894736842105
10101111001100011000000010100010001011	6.647229999999988	3	0.2894736842105263
10111111001100011000000010100010000111	6.70139	2	0.2894736842105263
10101111001100011010000010100010000111	6.703809999999965	3	0.3157894736842105
10101111001100011000010010101010000111	6.829630000000012	1	0.34210526315789475
00101111001100011000000010100010000111	7.1444599999999845	2	0.3157894736842105
10101111001100011000011010100010001111	7.213210000000039	12	0.3157894736842105
10101111000100011000010110100010001111	7.219400000000043	1	0.3157894736842105
01000000110011100111111001010101101001	7.334119999999983	1	0.34210526315789475
10101111001100010000000010100010000111	7.604679999999963	1	0.3684210526315789
10101111001100011000000110100010000111	7.617089999999951	6	0.3157894736842105
10101111001100111000001010100010000111	7.663429999999995	3	0.3684210526315789
10001111001100011000010010100010000111	7.701059999999973	1	0.2631578947368421
10101111000100011000011010100010001111	7.939599999999977	1	0.3157894736842105
10101111001100110010000010100010001111	7.943690000000011	1	0.39473684210526316
10011111001100111010000010100010001111	8.042620000000035	1	0.34210526315789475
00001111001100011000000110100010000111	8.060229999999994	1	0.2894736842105263
