sample	energy	num_occurrences	chain_break_fraction
1010101010101010101010101010101010101010101010101010101010101010101010101010101010	-20.407969007984693	2	0.0
1010101010101010101010101010101010101010100010101010101010101010101010101010101010	-19.964685553284692	1	0.0
1010101010101010101010101010101010101010101010101010101010101010101010001010101010	-19.920721546084593	1	0.0
1010101010101010101010101010101010101010101010001010101010101010101010101010101010	-19.919791238486194	1	0.0
1010101010101010101010101010101010101010101010101010101010101010101010101010100010	-19.915804843562395	1	0.0
1010101010101010001010101010101010101010101010101010101010101010101010101010101010	-19.91297415435869	1	0.0
1010001010101010101010101010101010101010101010101010101010101010101010101010101010	-19.912653782094193	1	0.0
1010101010101010101010101010101010101010101010101010101010101010101010101000101010	-19.911513135984695	1	0.0
1010101010101010101010101010101010101010101010101010101010101010101010101010101000	-19.911367442454793	1	0.0
1010101010101010101010101010101010101010101000101010101010101010101010101010101010	-19.90859985998109	1	0.0
1010101000101010101010101010101010101010101010101010101010101010101010101010101010	-19.908279425239094	1	0.0
1010101010101010101010101010101010101010101010101010100010101010101010101010101010	-19.90814032421019	1	0.0
1010101010101010101010101010101010101000101010101010101010101010101010101010101010	-19.908124863962392	1	0.0
1010101010101010101010100010101010101010101010101010101010101010101010101010101010	-19.908073468653797	1	0.0
1010101010100010101010101010101010101010101010101010101010101010101010101010101010	-19.907976497886192	1	0.0
1010101010101010101010101010100010101010101010101010101010101010101010101010101010	-19.907971753934692	1	0.0
1010100010101010101010101010101010101010101010101010101010101010101010101010101010	-19.907969424950892	1	0.0
1010101010101010101010101001101010101010101010101010101010101010101010101010101010	-19.907969007984693	1	0.0
1010101010101010101010101010101010101010011010101010101010101010101010101010101010	-19.907968976859895	1	0.0
1010101010101010101010101010101010101010101010101010101001101010101010101010101010	-19.907968959506693	1	0.0
