sample	energy	num_occurrences	chain_break_fraction
00000000000000000000000000000000000010	11.7867	1	0.0
00001000000000000000000000000000000000	16.2387	1	0.0
00000000000000000000000010000000000000	19.1687	1	0.0
00000000000000000000000000001000000000	19.8513	2	0.0
00000000000000000000000000100000000000	20.5913	1	0.0
00000000000000000000001000000000000000	21.9968	2	0.0
00000000001000000000000000000000000000	22.233	1	0.0
00000000000000001000000000000000000000	23.5138	2	0.02631578947368421
00000000000000000000000000000000001000	25.295	1	0.0
00000000000000100000000000000000000000	25.9778	1	0.0
00000000000000000000000000000010000000	28.9273	2	0.0
00000000001010000000000000000000000000	32.107	1	0.0
00000000000010000000000000000000000000	32.372	1	0.0
00000000000010000000001000000000000000	33.721000000000004	2	0.0
00000000000000000000100000000000000000	39.3934	1	0.0
00000000000010100000000000000000000000	39.9653	2	0.0
00000000001000000000100000000000000000	41.746100000000006	1	0.0
00000000000000000000000000001000000010	42.9296	1	0.0
10000000100000000000000000000000000000	43.2883	2	0.0
00001000000000001000000000000000000000	43.31605	2	0.0
