sample	energy	num_occurrences	chain_break_fraction
010000000000110011010000100001000110000000111000000100000000100010000100000110001010001000010010010001100011010001010000001000100000001000000000000000	1415.1270437000007	1	0.3333333333333333
000000001010101001000100000010000010001010111011000000000000001010011100001110001000001010000000010010100001110101010000001000000000001000000100000000	1428.9672115000005	1	0.30666666666666664
101000110000011001000001000001100001001000010000000000000000100010001000000100000000000100000110010001100001110001110000001000000000000000001101000000	1487.0570743	1	0.26666666666666666
100000000000101001001000000001000010000000111001000100000000000010100100000110001000001101100100010011110000110001010000100000101010000010100000000000	1556.6126309000008	1	0.26
001000000100111010010001000000100010000010011010000100001000001000001100000110000000000000100100101010100001101001010000001000001000001001001000000000	1574.004595099998	1	0.26
100000000000011010010000000000000010010010111010000000001000100010010100000100001010101000110000011010100001010101001000011000100010001010000000000001	1623.7779786999988	1	0.25333333333333335
011000100110011001010000000011000100100010111000000000000000000011101100000010001000000010000100101010100001010001010000101000100000000010000010000000	1626.215862799999	1	0.28
001000001000010000000000000010000111000000110001000100100000000010000100000110001000011101000110110011110001010001010000001000000000000000000100000000	1665.9920000999996	1	0.26666666666666666
111000000100111010010000000000001110001000111000000100001000100010010100001000001000000100010010010010100001110001010000000000100000001000010010000000	1731.0883721999992	1	0.2733333333333333
100000001000110011000000000000100111010000100011000000000000001010001100001110000000001100100110001010000001110001110000001000010010000000000101000010	1765.606215199999	1	0.2866666666666667
110000000000111010010000100011001010100010100001000000001000100010001100000110000010101100100000111010000001010011000000001000000000000000010010001000	1783.6151535000004	1	0.31333333333333335
110000100001110011000000000001010110000000110000000000100000000011000000000110001000101000100100110011100001110001010000101000000000001010101000000001	1795.4405854999989	1	0.25333333333333335
000000000000110011100000000011001110010000010010000000000000000011001100100100001000000101000100011001101001110001010000001000100010011000001000000000	1796.7726677000019	1	0.2866666666666667
101000101000011010011010000010000110011010111000000000001000100010000100100110001000001000000001110010100011011001010000111000000000000000001010000000	1798.4241338000013	1	0.32
001000000000010001000000000001100111100010011010000000100000000010000000000111011010001010000010011011100000010001010000001000100000000000011010000010	1812.6044349000013	1	0.28
100000100000000010000000010000010110010010011000000001000000000000100000000010001000001010100010001010101001010001010000010000100000001010000000000000	1813.3995705000007	1	0.4
000000000110011000100000001001010111100000100000000100000000000000000000000000001010001100000100010001111001110001010001001000100000000000001100000000	1818.4817619000025	1	0.2733333333333333
010000100000111011000010000011000110001000110000000010000000000010101000000110001000001000100100100010100001110011010000001000100010000001100100000000	1824.1362786000013	1	0.3
100000000000111000010000101010000111001000101000000100000000000010000100000110001010000101000000010001100001110001010001001000000000001000000000000001	1824.1413083999994	1	0.3333333333333333
100000000000011010000000100001000110000000011010000100000000001010100100000010001000101101010010011010100101010001000000001000100000001000100000001001	1832.7592492999997	1	0.34
