sample	energy	num_occurrences	chain_break_fraction
10101010101010101010101010101010101010	-8.4538333114453	1	0.0
10100010101010101010101010101010101010	-8.3423269169353	1	0.0
10101010101010101010001010101010101010	-8.1873397998886	1	0.0
10101010101010101000101010101010101010	-8.163579370191298	1	0.0
10001010101010101010101010101010101010	-8.0920122848318	2	0.0
10101010101010101010100010101010101010	-8.060490652137398	1	0.0
10101010101010101010101010101010101000	-7.9992465884641994	1	0.0
10000010101010101010101010101010101010	-7.980536811521797	1	0.0
10101000101010101010101010101010101010	-7.967732987008797	1	0.0
01101010101010101010101010101010101010	-7.952666728723299	1	0.0
10100010101010101010100010101010101010	-7.942253187627402	1	0.0
10101001101010101010101010101010101010	-7.939933694447099	1	0.0
10101010101010101010001010101000101010	-7.930666406397301	1	0.0
10101010100010101010101010101000101010	-7.9185739804271	1	0.0
00100010101010101010101010101010101010	-7.8434921601972984	1	0.0
10100010101010101010101001101010101010	-7.842079410929899	1	0.0
10001010101010101010001010101010101010	-7.825522443705101	1	0.0
10101010101010101010000010101010101010	-7.786851090580702	1	0.0
10001010100010101010101010101010101010	-7.769112139404899	1	0.0
10101010101010101010101010101000001010	-7.750927006429101	1	0.0
