sample	energy	num_occurrences	chain_break_fraction
001000100000100111000001000000100001010010000000000000000000010010000010000000000011110000001000000000000010000000001100000000001010001000000000001100	6.846200000000003	1	0.43333333333333335
010000000000000111001001000000000011010001000000000100000000011010000000000000000011010000000000000000000000000010101100000000000000001000000000001100	10.055849999999992	1	0.4066666666666667
010000000000000111100011000000000001010000000000000000000000110010000000000000100010110000000001000000000000000010001100000000000000000000000000001100	11.36812	1	0.47333333333333333
000000100000000111001011000000100010000010000000000000000000010010000000010000000011110000110000000000000000000010101100000000000000000000000000001100	11.652999999999984	1	0.4266666666666667
000000000000100111101011000000100001000001001010000000000000000000000000000000000011110000100100001000000010001000001110000000000010000000000000001100	11.904130000000016	1	0.46
010000100000000111000000000000000010011000000010000000000000010000010000000000000011110000110000000000000000000010101100000000001010000000000000001100	13.65254999999998	1	0.4266666666666667
011000000000000111000000100000000001010001000010000000000001100010010000000000000010110000100000000000000000000000101100000000001000000000000000001100	14.366219999999977	1	0.46
010000000000000111000000000000100000011001000000000000000000010010010010000000000011110000000000000000000010000010001100000000001010000000000000001100	16.46654999999997	1	0.4666666666666667
010000000000000111000000000000000010000001000010000100000001000010010000000000100011110000101000000000010000000000101100000000000000001000000000001100	16.665059999999976	1	0.44
000000000000100111001000000000000001001001000010000000000001110010000010000000100011010000001100000000000000000000101100000000001000000000000000001100	17.858239999999974	1	0.46
010000100000000111000001001000000001010000000000000000000001010000010000000000000011110000100000000100000000000010001100000001000000000000000000001100	18.859449999999995	1	0.4533333333333333
000100000000100111000011000000100011011010000000000000000000010010000010000010000011110000000000000000000000000000101110000000000010000000000000011100	19.055709999999962	1	0.4266666666666667
011000100000100111000001100000100001000001000010000000000000001000010000000000000010110000000000000000010000000010001100000000000000000000100000001100	19.364499999999985	1	0.3933333333333333
000000000000000111000000000000100000011001000000000000000000010000010010000000000010110000001000000000010000000000101100000000001010000000000000001100	20.15592999999998	1	0.44
000000100000100111100001001000000011010001000010000000000000011000010010000000100011110000001000000000000000000000001100000000001000001000100000001100	22.04849999999996	1	0.44
011000100000000111000001000000000000010001000000000000000001100000010000000000000011110000101000000000000000000010001100000000000000001000000000001100	22.45817999999997	1	0.4533333333333333
000100000000000111100000101000000010000011000000000000000001010010000010000000100011110000000100000000000000000000101100000000001010000000000000001100	22.662229999999944	1	0.46
011000000000000111000001000000100001011011000000000000000001100010000000000000100011110000001000000000000000001000001100000000001010000000000000001100	22.859869999999972	1	0.46
000000010000100111101001000000100011011001000000000000000000010010100010010000000011110000000000000000000000000000101100000000001000000000000000001100	23.023359999999954	1	0.42
000000100000100111001001000000100011000001000010000000000001010010010010000000000011110000100000000000000000000010001100000000100000000000000000001101	23.03232999999996	1	0.4266666666666667
