sample	energy	num_occurrences	chain_break_fraction
00000000000000000000000000000000000000	0.0	1	0.05263157894736842
00000000000000000000000000000000000010	13.7867	2	0.0
00000000000000000000000000000000100000	15.2136	1	0.0
00000000100000000000000000000000000000	17.6323	1	0.0
00001000000000000000000000000000000000	18.2387	1	0.0
00000000000000000000000010000000000000	21.1687	1	0.0
00000000000000000000000000001000000000	21.8513	1	0.0
00000000000000000000000000100000000000	22.5913	1	0.0
00000010000000000000000000000000000000	22.7508	1	0.0
00000000000000000000001000000000000000	23.9968	1	0.0
00000000000000001000000000000000000000	25.5138	1	0.0
00000000000000000000000000000010000000	30.9273	1	0.0
00000000000010000000000000000000000000	34.372	1	0.0
00000000000000000000100000000000000000	41.3934	1	0.0
00100000000000000000000000000000000000	41.7392	1	0.0
00000000000000000000000000001000000010	42.92958	2	0.0
00000000000000000000000010000000000010	43.65958	1	0.0
00001000000000000000000000001000000000	44.851310000000005	1	0.0
00000000000010100000000000000000000000	47.9653	1	0.0
00000000001000000000000000000000000010	48.315	1	0.0
