0	1	2
36	37	2
34	35	2
32	33	2
30	31	2
28	29	2
26	27	2
24	25	2
22	23	2
20	21	2
78	79	2
18	19	2
16	17	2
14	15	2
12	13	2
10	11	2
38	39	2
40	41	2
42	43	2
44	45	2
76	77	2
74	75	2
72	73	2
70	71	2
68	69	2
66	67	2
64	65	2
8	9	2
62	63	2
58	59	2
56	57	2
54	55	2
52	53	2
50	51	2
48	49	2
46	47	2
60	61	2
6	7	2
80	81	2
4	5	2
2	3	2
19	43	0.118566
37	43	0.081695
18	43	0.0592828
19	42	0.0592828
47	71	0.0465576
37	42	0.0408475
36	43	0.0408475
18	42	0.0296414
19	37	0.023858
46	71	0.0232788
47	70	0.0232788
43	79	0.0230813
36	42	0.0204237
5	17	0.0166296
61	81	0.0128721
19	36	0.011929
18	37	0.011929
46	70	0.0116394
43	78	0.0115406
42	79	0.0115406
4	17	0.00831478
5	16	0.00831478
49	63	0.00782589
19	75	0.0070293
60	81	0.00643604
61	80	0.00643604
18	36	0.00596449
42	78	0.00577032
19	79	0.00519285
15	69	0.00432679
4	16	0.00415739
49	62	0.00391295
48	63	0.00391295
18	75	0.00351465
19	74	0.00351465
60	80	0.00321802
43	75	0.00321165
17	71	0.00272239
18	79	0.00259643
19	78	0.00259643
45	53	0.00251194
37	75	0.00238142
15	68	0.0021634
14	69	0.0021634
48	62	0.00195647
18	74	0.00175732
43	74	0.00160582
42	75	0.00160582
75	79	0.00155416
37	79	0.001515
17	70	0.00136119
16	71	0.00136119
18	78	0.00129821
45	52	0.00125597
44	53	0.00125597
37	74	0.00119071
36	75	0.00119071
14	68	0.0010817
42	74	0.000802912
5	9	0.000798418
75	78	0.00077708
74	79	0.00077708
36	79	0.000757501
37	78	0.000757501
16	70	0.000680596
5	71	0.000668956
44	52	0.000627984
11	81	0.000619255
36	74	0.000595356
11	49	0.000594916
5	47	0.000563324
63	71	0.000425833
55	71	0.000422122
5	8	0.000399209
4	9	0.000399209
74	78	0.00038854
36	78	0.00037875
5	70	0.000334478
4	71	0.000334478
39	43	0.000312853
11	80	0.000309627
10	81	0.000309627
9	17	0.000301986
11	48	0.000297458
10	49	0.000297458
4	47	0.000281662
5	46	0.000281662
59	67	0.000277276
62	71	0.000212917
63	70	0.000212917
54	71	0.000211061
55	70	0.000211061
4	8	0.000199604
37	39	0.000169039
4	70	0.000167239
25	55	0.000161984
39	42	0.000156427
38	43	0.000156427
10	80	0.000154814
8	17	0.000150993
9	16	0.000150993
10	48	0.000148729
4	46	0.000140831
58	67	0.000138638
59	66	0.000138638
17	47	0.000137162
62	70	0.000106458
54	70	0.00010553
19	39	9.95544e-05
49	71	8.73118e-05
37	38	8.45193e-05
36	39	8.45193e-05
24	55	8.09922e-05
25	54	8.09922e-05
23	77	8.05183e-05
38	42	7.82133e-05
8	16	7.54966e-05
23	59	7.09716e-05
17	55	7.05018e-05
58	66	6.9319e-05
25	71	6.90918e-05
17	46	6.85811e-05
16	47	6.85811e-05
5	25	5.94976e-05
9	71	5.47957e-05
9	11	5.26773e-05
18	39	4.97772e-05
19	38	4.97772e-05
17	81	4.83057e-05
17	49	4.39997e-05
48	71	4.36559e-05
49	70	4.36559e-05
36	38	4.22597e-05
35	39	4.19153e-05
24	54	4.04961e-05
23	76	4.02591e-05
22	77	4.02591e-05
11	61	3.98622e-05
11	17	3.67517e-05
22	59	3.54858e-05
23	58	3.54858e-05
17	54	3.52509e-05
16	55	3.52509e-05
24	71	3.45459e-05
25	70	3.45459e-05
16	46	3.42905e-05
9	81	3.04694e-05
4	25	2.97488e-05
5	24	2.97488e-05
9	70	2.73978e-05
8	71	2.73978e-05
25	49	2.73582e-05
13	25	2.71799e-05
9	10	2.63386e-05
8	11	2.63386e-05
18	38	2.48886e-05
17	80	2.41528e-05
16	81	2.41528e-05
17	48	2.19998e-05
16	49	2.19998e-05
48	70	2.1828e-05
25	81	2.17305e-05
34	39	2.09576e-05
35	38	2.09576e-05
22	76	2.01296e-05
11	60	1.99311e-05
10	61	1.99311e-05
10	17	1.83758e-05
11	16	1.83758e-05
55	61	1.82607e-05
22	58	1.77429e-05
16	54	1.76254e-05
24	70	1.7273e-05
8	81	1.52347e-05
9	80	1.52347e-05
4	24	1.48744e-05
3	49	1.45943e-05
17	25	1.44519e-05
8	70	1.36989e-05
24	49	1.36791e-05
25	48	1.36791e-05
13	24	1.35899e-05
12	25	1.35899e-05
8	10	1.31693e-05
17	63	1.3054e-05
25	47	1.24939e-05
16	80	1.20764e-05
5	11	1.16473e-05
1	45	1.13419e-05
16	48	1.09999e-05
31	33	1.09838e-05
25	80	1.08652e-05
24	81	1.08652e-05
25	61	1.05566e-05
34	38	1.04788e-05
10	60	9.96555e-06
10	16	9.18791e-06
55	60	9.13037e-06
54	61	9.13037e-06
8	80	7.61736e-06
3	48	7.29714e-06
2	49	7.29714e-06
17	24	7.22594e-06
16	25	7.22594e-06
24	48	6.83956e-06
12	24	6.79496e-06
47	49	6.63218e-06
11	25	6.59007e-06
16	63	6.527e-06
17	62	6.527e-06
25	46	6.24695e-06
24	47	6.24695e-06
4	11	5.82364e-06
5	10	5.82364e-06
0	45	5.67096e-06
1	44	5.67096e-06
49	55	5.56757e-06
31	32	5.4919e-06
30	33	5.4919e-06
24	80	5.43262e-06
24	61	5.2783e-06
25	60	5.2783e-06
5	49	5.262e-06
25	63	4.99876e-06
54	60	4.56518e-06
11	47	4.5046e-06
47	55	3.71089e-06
2	48	3.64857e-06
16	24	3.61297e-06
46	49	3.31609e-06
47	48	3.31609e-06
11	24	3.29504e-06
10	25	3.29504e-06
16	62	3.2635e-06
24	46	3.12348e-06
4	10	2.91182e-06
0	44	2.83548e-06
48	55	2.78378e-06
49	54	2.78378e-06
30	32	2.74595e-06
13	29	2.71184e-06
24	60	2.63915e-06
4	49	2.631e-06
5	48	2.631e-06
47	63	2.61945e-06
24	63	2.49938e-06
25	62	2.49938e-06
11	46	2.2523e-06
10	47	2.2523e-06
11	71	1.97707e-06
1	53	1.87564e-06
47	54	1.85544e-06
46	55	1.85544e-06
9	49	1.65824e-06
46	48	1.65804e-06
10	24	1.64752e-06
7	25	1.52888e-06
17	61	1.44631e-06
5	81	1.43947e-06
48	54	1.39189e-06
11	55	1.36499e-06
13	28	1.35592e-06
12	29	1.35592e-06
4	48	1.3155e-06
46	63	1.30972e-06
47	62	1.30972e-06
24	62	1.24969e-06
10	46	1.12615e-06
10	71	9.88536e-07
11	70	9.88536e-07
17	73	9.82461e-07
0	53	9.37819e-07
1	52	9.37819e-07
46	54	9.27722e-07
3	63	8.89212e-07
8	49	8.29119e-07
9	48	8.29119e-07
9	47	8.0706e-07
7	24	7.6444e-07
6	25	7.6444e-07
17	60	7.23157e-07
16	61	7.23157e-07
5	80	7.19736e-07
4	81	7.19736e-07
11	54	6.82493e-07
10	55	6.82493e-07
12	28	6.77959e-07
46	62	6.54862e-07
55	63	5.84895e-07
5	55	5.34562e-07
10	70	4.94268e-07
16	73	4.91231e-07
17	72	4.91231e-07
0	52	4.68909e-07
2	63	4.44606e-07
3	62	4.44606e-07
8	48	4.14559e-07
9	61	4.07339e-07
9	46	4.0353e-07
8	47	4.0353e-07
6	24	3.8222e-07
9	25	3.79996e-07
55	81	3.73161e-07
5	63	3.71149e-07
16	60	3.61579e-07
4	80	3.59868e-07
10	54	3.41246e-07
55	62	2.92448e-07
54	63	2.92448e-07
15	65	2.70647e-07
5	54	2.67281e-07
4	55	2.67281e-07
16	72	2.45615e-07
2	62	2.22303e-07
8	61	2.03669e-07
9	60	2.03669e-07
8	46	2.01765e-07
9	24	1.89998e-07
8	25	1.89998e-07
55	80	1.8658e-07
54	81	1.8658e-07
5	62	1.85575e-07
4	63	1.85575e-07
65	69	1.78129e-07
3	29	1.52589e-07
54	62	1.46224e-07
7	55	1.38985e-07
14	65	1.35323e-07
15	64	1.35323e-07
4	54	1.33641e-07
45	57	1.30065e-07
41	67	1.24499e-07
8	60	1.01835e-07
29	49	1.00054e-07
8	24	9.49991e-08
54	80	9.32902e-08
4	62	9.27873e-08
65	68	8.90646e-08
64	69	8.90646e-08
5	73	8.8373e-08
71	81	8.37277e-08
2	29	7.62946e-08
3	28	7.62946e-08
9	55	7.17451e-08
6	55	6.94925e-08
7	54	6.94925e-08
13	47	6.793e-08
14	64	6.76617e-08
45	56	6.50327e-08
44	57	6.50327e-08
39	79	6.23107e-08
40	67	6.22497e-08
41	66	6.22497e-08
55	73	5.13992e-08
28	49	5.00269e-08
29	48	5.00269e-08
64	68	4.45323e-08
4	73	4.41865e-08
5	72	4.41865e-08
71	80	4.18639e-08
70	81	4.18639e-08
2	28	3.81473e-08
8	55	3.58726e-08
9	54	3.58726e-08
6	54	3.47462e-08
13	46	3.3965e-08
12	47	3.3965e-08
44	56	3.25164e-08
39	57	3.19235e-08
38	79	3.11554e-08
39	78	3.11554e-08
40	66	3.11249e-08
13	71	3.00536e-08
54	73	2.56996e-08
55	72	2.56996e-08
28	48	2.50135e-08
23	33	2.44769e-08
47	81	2.21724e-08
4	72	2.20932e-08
70	80	2.09319e-08
49	81	2.01785e-08
11	63	1.89168e-08
8	54	1.79363e-08
13	49	1.78925e-08
12	46	1.69825e-08
39	56	1.59617e-08
38	57	1.59617e-08
38	78	1.55777e-08
12	71	1.50268e-08
13	70	1.50268e-08
5	13	1.45426e-08
25	73	1.34139e-08
54	72	1.28498e-08
23	32	1.22385e-08
22	33	1.22385e-08
11	29	1.15283e-08
46	81	1.10862e-08
47	80	1.10862e-08
49	80	1.00893e-08
48	81	1.00893e-08
