0	1	2
32	33	2
30	31	2
28	29	2
26	27	2
24	25	2
22	23	2
20	21	2
18	19	2
16	17	2
14	15	2
12	13	2
34	35	2
10	11	2
36	37	2
2	3	2
8	9	2
6	7	2
4	5	2
3	23	6.33888e-05
3	22	3.16944e-05
2	23	3.16944e-05
2	22	1.58472e-05
11	19	4.50598e-06
10	19	2.25299e-06
11	18	2.25299e-06
19	25	1.18423e-06
10	18	1.1265e-06
9	21	6.41551e-07
18	25	5.92113e-07
19	24	5.92113e-07
9	20	3.20775e-07
8	21	3.20775e-07
18	24	2.96057e-07
8	20	1.60388e-07
3	15	8.06114e-08
3	14	4.03057e-08
2	15	4.03057e-08
2	14	2.01529e-08
15	23	1.53672e-08
