sample	energy	num_occurrences	chain_break_fraction
10101010101010101010101010101010101010101010101010101010101010101010101010101010	-19.981389361525295	5	0.0
10101010101010101010101010101010101010101010101000101010101010101010101010101010	-19.491652063163198	1	0.0
10101010101010101010101010101010101010101010101010101010101010101010101000101010	-19.489744997165293	1	0.0
10101010101010101010101010101000101010101010101010101010101010101010101010101010	-19.484010398025298	1	0.0
10101010101000101010101010101010101010101010101010101010101010101010101010101010	-19.483565582635304	1	0.0
10101010101010101010101010101010101010101010101010101010001010101010101010101010	-19.483114732602303	1	0.0
00101010101010101010101010101010101010101010101010101010101010101010101010101010	-19.482695995031598	1	0.0
10101010101010101010101010101010101010101010101010101010100010101010101010101010	-19.4820228433995	2	0.0
10101010101010101010101010101010101010101010101010101010101010101010101010100010	-19.481866515231197	1	0.0
10101010001010101010101010101010101010101010101010101010101010101010101010101010	-19.481656462432	1	0.0
10101010101010100010101010101010101010101010101010101010101010101010101010101010	-19.481649876583198	1	0.0
10101010101010101010001010101010101010101010101010101010101010101010101010101010	-19.4816437722666	2	0.0
10101010101010101010101010101010101010101010101010101010101000101010101010101010	-19.4815807528703	1	0.0
10101010101010101010101010101010101010101010101010101010101010101010101010001010	-19.481561123756396	1	0.0
10101010101010101010100010101010101010101010101010101010101010101010101010101010	-19.4815089763046	1	0.0
10101010101010101010101010101010101010101010101010101010101010100010101010101010	-19.4814491233713	1	0.0
10101000101010101010101010101010101010101010101010101010101010101010101010101010	-19.4814325564546	1	0.0
10101010101010101010101010101010101010101010101010101000101010101010101010101010	-19.481414371749196	1	0.0
10101010101010101010101010101010101010101010101010101010101010101010100010101010	-19.481404723072895	1	0.0
10101010101010001010101010101010101010101010101010101010101010101010101010101010	-19.4813994667953	1	0.0
