sample	energy	num_occurrences	chain_break_fraction
001100000001111100011100000001	-18.0	1	0.0
001100000011111100111100000000	-18.0	1	0.0
001000000011111100010100000011	-17.0	1	0.0
000100000011011100110100000001	-17.0	1	0.0
000000000011111100010100000011	-16.0	1	0.0
001100000011111000001100000011	-16.0	1	0.0
001100000001111100010000000011	-16.0	1	0.0
000100000011100100011100000011	-16.0	1	0.0
000100000011111100001100000001	-16.0	1	0.0
001000000011111100100100000001	-15.0	1	0.03333333333333333
001000000011110000110100000011	-15.0	1	0.0
001100000001111000010100000001	-15.0	1	0.0
000100000011010000111100000001	-15.0	1	0.0
000100000001110100000100000011	-14.0	1	0.0
001100000011001100101100000010	-14.0	1	0.0
000100000011001100100100000011	-14.0	1	0.0
001100000010111000001100000011	-14.0	1	0.0
000100000011100100011000000011	-14.0	1	0.03333333333333333
001100000001111100100100000000	-14.0	1	0.0
001100000001110100100000000011	-14.0	1	0.0
