0	1	2
72	73	2
70	71	2
68	69	2
66	67	2
64	65	2
62	63	2
60	61	2
58	59	2
56	57	2
54	55	2
146	147	2
52	53	2
50	51	2
48	49	2
46	47	2
44	45	2
42	43	2
14	15	2
16	17	2
18	19	2
20	21	2
22	23	2
24	25	2
74	75	2
26	27	2
30	31	2
32	33	2
34	35	2
36	37	2
38	39	2
40	41	2
28	29	2
76	77	2
78	79	2
80	81	2
118	119	2
120	121	2
122	123	2
124	125	2
126	127	2
128	129	2
116	117	2
130	131	2
134	135	2
136	137	2
138	139	2
140	141	2
142	143	2
144	145	2
132	133	2
12	13	2
114	115	2
110	111	2
82	83	2
84	85	2
86	87	2
88	89	2
90	91	2
92	93	2
112	113	2
94	95	2
98	99	2
100	101	2
102	103	2
104	105	2
106	107	2
108	109	2
96	97	2
10	11	2
148	149	2
4	5	2
2	3	2
6	7	2
8	9	2
3	47	0.00120194
67	79	0.000800548
61	65	0.000744892
3	46	0.000600972
2	47	0.000600972
1	137	0.000499601
83	123	0.000491617
65	137	0.000448591
66	79	0.000400274
67	78	0.000400274
60	65	0.000372446
61	64	0.000372446
25	147	0.000312195
2	46	0.000300486
25	137	0.000275343
0	137	0.0002498
1	136	0.0002498
83	122	0.000245809
82	123	0.000245809
61	137	0.000240534
41	139	0.000230032
65	136	0.000224296
64	137	0.000224296
1	7	0.000222392
66	78	0.000200137
85	135	0.000195259
60	64	0.000186223
24	147	0.000156097
25	146	0.000156097
1	25	0.000138093
24	137	0.000137671
25	136	0.000137671
37	57	0.000133544
0	136	0.0001249
1	133	0.000124364
82	122	0.000122904
61	136	0.000120267
60	137	0.000120267
41	138	0.000115016
40	139	0.000115016
64	136	0.000112148
0	7	0.000111196
1	6	0.000111196
1	65	0.000110494
65	133	9.97668e-05
85	134	9.76295e-05
84	135	9.76295e-05
23	147	9.13762e-05
24	146	7.80487e-05
3	49	7.77498e-05
1	24	6.90467e-05
0	25	6.90467e-05
24	136	6.88357e-05
36	57	6.67719e-05
37	56	6.67719e-05
1	132	6.21822e-05
0	133	6.21822e-05
60	136	6.01336e-05
25	65	5.79056e-05
40	138	5.75079e-05
0	6	5.5598e-05
0	65	5.52472e-05
1	64	5.52472e-05
109	123	5.21913e-05
64	133	4.98834e-05
65	132	4.98834e-05
84	134	4.88148e-05
23	146	4.56881e-05
22	147	4.56881e-05
2	49	3.88749e-05
3	48	3.88749e-05
0	24	3.45234e-05
36	56	3.33859e-05
15	93	3.23289e-05
0	132	3.10911e-05
25	61	2.96663e-05
25	64	2.89528e-05
24	65	2.89528e-05
0	64	2.76236e-05
108	123	2.60956e-05
109	122	2.60956e-05
53	95	2.53148e-05
64	132	2.49417e-05
7	25	2.30904e-05
22	146	2.2844e-05
2	48	1.94375e-05
15	92	1.61645e-05
14	93	1.61645e-05
24	61	1.48331e-05
25	60	1.48331e-05
24	64	1.44764e-05
108	122	1.30478e-05
52	95	1.26574e-05
53	94	1.26574e-05
6	25	1.15452e-05
7	24	1.15452e-05
23	25	1.01112e-05
14	92	8.08223e-06
11	99	7.42718e-06
24	60	7.41657e-06
85	119	6.97221e-06
111	149	6.95425e-06
83	109	6.65915e-06
63	107	6.44329e-06
52	94	6.32869e-06
6	24	5.77259e-06
22	25	5.05562e-06
23	24	5.05562e-06
11	98	3.71359e-06
10	99	3.71359e-06
115	119	3.64963e-06
85	118	3.4861e-06
84	119	3.4861e-06
110	149	3.47713e-06
111	148	3.47713e-06
82	109	3.32957e-06
83	108	3.32957e-06
63	106	3.22165e-06
62	107	3.22165e-06
31	101	3.11161e-06
23	125	3.03817e-06
7	147	2.60514e-06
22	24	2.52781e-06
43	67	2.04871e-06
10	98	1.85679e-06
115	118	1.82482e-06
114	119	1.82482e-06
7	133	1.7715e-06
84	118	1.74305e-06
110	148	1.73856e-06
82	108	1.66479e-06
62	106	1.61082e-06
133	137	1.57162e-06
31	100	1.55581e-06
30	101	1.55581e-06
23	124	1.51909e-06
22	125	1.51909e-06
69	89	1.32305e-06
6	147	1.30257e-06
7	146	1.30257e-06
9	31	1.22678e-06
42	67	1.02436e-06
43	66	1.02436e-06
114	118	9.12408e-07
6	133	8.85751e-07
7	132	8.85751e-07
9	101	8.36558e-07
133	136	7.85809e-07
132	137	7.85809e-07
30	100	7.77903e-07
61	147	7.64038e-07
22	124	7.59544e-07
41	47	7.39441e-07
53	55	7.36327e-07
69	88	6.61525e-07
68	89	6.61525e-07
6	146	6.51286e-07
9	30	6.13392e-07
8	31	6.13392e-07
7	137	5.65838e-07
7	23	5.33625e-07
42	66	5.12178e-07
59	107	4.98199e-07
6	132	4.42875e-07
9	100	4.18279e-07
8	101	4.18279e-07
19	127	4.06777e-07
132	136	3.92904e-07
60	147	3.82019e-07
61	146	3.82019e-07
41	46	3.6972e-07
40	47	3.6972e-07
52	55	3.68164e-07
53	54	3.68164e-07
105	149	3.58785e-07
68	88	3.30763e-07
59	63	3.26659e-07
8	30	3.06696e-07
6	137	2.82919e-07
7	136	2.82919e-07
6	23	2.66812e-07
7	22	2.66812e-07
77	115	2.61483e-07
58	107	2.491e-07
59	106	2.491e-07
55	95	2.48818e-07
47	49	2.45089e-07
85	105	2.27823e-07
8	100	2.09139e-07
19	126	2.03388e-07
18	127	2.03388e-07
60	146	1.9101e-07
40	46	1.8486e-07
52	54	1.84082e-07
104	149	1.79392e-07
105	148	1.79392e-07
59	62	1.6333e-07
58	63	1.6333e-07
65	147	1.46511e-07
6	136	1.4146e-07
