0	1	2
96	97	2
94	95	2
92	93	2
90	91	2
88	89	2
86	87	2
84	85	2
82	83	2
80	81	2
98	99	2
78	79	2
74	75	2
72	73	2
70	71	2
68	69	2
66	67	2
64	65	2
146	147	2
60	61	2
58	59	2
76	77	2
56	57	2
100	101	2
104	105	2
144	145	2
142	143	2
140	141	2
138	139	2
136	137	2
134	135	2
132	133	2
130	131	2
128	129	2
102	103	2
126	127	2
122	123	2
120	121	2
118	119	2
116	117	2
114	115	2
112	113	2
110	111	2
108	109	2
106	107	2
124	125	2
54	55	2
62	63	2
34	35	2
38	39	2
36	37	2
52	53	2
32	33	2
30	31	2
28	29	2
26	27	2
24	25	2
22	23	2
20	21	2
18	19	2
16	17	2
14	15	2
12	13	2
10	11	2
8	9	2
6	7	2
4	5	2
2	3	2
40	41	2
42	43	2
148	149	2
44	45	2
50	51	2
46	47	2
48	49	2
65	121	0.00924827
65	120	0.00462413
64	121	0.00462413
64	120	0.00231207
129	131	0.000103918
11	121	6.24923e-05
129	130	5.19592e-05
128	131	5.19592e-05
11	120	3.12461e-05
10	121	3.12461e-05
128	130	2.59796e-05
10	120	1.56231e-05
11	65	8.83679e-06
10	65	4.41839e-06
11	64	4.41839e-06
53	107	3.46743e-06
53	81	2.32762e-06
10	64	2.2092e-06
53	106	1.73371e-06
52	107	1.73371e-06
35	101	1.38976e-06
53	80	1.16381e-06
52	81	1.16381e-06
52	106	8.66856e-07
34	101	6.94882e-07
35	100	6.94882e-07
111	123	6.07468e-07
52	80	5.81904e-07
15	127	5.41365e-07
34	100	3.47441e-07
110	123	3.03734e-07
111	122	3.03734e-07
15	126	2.70683e-07
14	127	2.70683e-07
110	122	1.51867e-07
14	126	1.35341e-07
73	105	8.14607e-08
81	99	6.74137e-08
45	75	4.56757e-08
73	104	4.07304e-08
72	105	4.07304e-08
81	98	3.37068e-08
80	99	3.37068e-08
53	99	2.34428e-08
45	74	2.28378e-08
44	75	2.28378e-08
72	104	2.03652e-08
80	98	1.68534e-08
13	87	1.29003e-08
53	98	1.17214e-08
52	99	1.17214e-08
44	74	1.14189e-08
