sample	energy	num_occurrences	chain_break_fraction
100110010101011010000110100101010101010101010100010110100	57.0	1	0.3157894736842105
100110010101011000000010100101010101010111010100010110100	61.0	1	0.3684210526315789
100110010101011010000110100101010101010111010100010010100	61.0	2	0.3508771929824561
100110010101011010000110100101010101010101010100010111100	61.0	1	0.3157894736842105
100110010001011010000110100101010101010111010100010011100	62.0	1	0.3508771929824561
100110011101011010000110100101010100010111010100010010100	65.0	1	0.3333333333333333
100110010101011010000110100101010101010111010100010011100	65.0	9	0.3684210526315789
100110010101011010000100100101010101010111010100010011100	65.0	2	0.3684210526315789
100110010101011010000100100101010111010111010100010010000	66.0	1	0.3508771929824561
100110010101011010000110100101010101010111110100010011100	67.0	1	0.3684210526315789
100110010101011000000110100101010101010111010100010011100	67.0	3	0.38596491228070173
100110010101011010000110100101010101010111010110010011100	69.0	1	0.3157894736842105
110110010101011010000110100101010101010111010100010011100	69.0	5	0.3508771929824561
100110010101011010000110100101010101010111010100010111100	71.0	3	0.38596491228070173
100110010101011010000110100101010101010111110100010111100	72.0	1	0.3333333333333333
100110010101011010000110100101010111010111010100010110000	73.0	1	0.3333333333333333
100110010101011010000100100101010111010111010100010011100	73.0	5	0.38596491228070173
110110010101011010000010100101010101010111110100010111000	73.0	1	0.3333333333333333
110110011101011010000110100101010100010111010100010011100	73.0	1	0.3333333333333333
100110010101011010000100100101010101010111010100010111100	73.0	1	0.3684210526315789
