0	1	2
32	33	2
30	31	2
28	29	2
26	27	2
24	25	2
22	23	2
20	21	2
18	19	2
16	17	2
14	15	2
34	35	2
12	13	2
10	11	2
8	9	2
6	7	2
36	37	2
4	5	2
2	3	2
9	21	0.00183923
31	33	0.00137003
11	37	0.00135295
9	23	0.00107318
25	29	0.000944691
9	20	0.000919615
8	21	0.000919615
30	33	0.000685017
31	32	0.000685017
11	36	0.000676477
10	37	0.000676477
9	22	0.000536589
8	23	0.000536589
25	28	0.000472346
24	29	0.000472346
8	20	0.000459807
30	32	0.000342508
10	36	0.000338238
8	22	0.000268294
24	28	0.000236173
15	37	0.000177713
14	37	8.88567e-05
15	36	8.88567e-05
17	35	4.86061e-05
14	36	4.44284e-05
16	35	2.4303e-05
17	34	2.4303e-05
16	34	1.21515e-05
13	25	4.56465e-06
13	24	2.28232e-06
12	25	2.28232e-06
29	33	1.96484e-06
25	31	1.5188e-06
25	33	1.42235e-06
21	23	1.29037e-06
19	33	1.26002e-06
13	35	1.18341e-06
12	24	1.14116e-06
28	33	9.82421e-07
29	32	9.82421e-07
24	31	7.59398e-07
25	30	7.59398e-07
25	32	7.11175e-07
24	33	7.11175e-07
20	23	6.45185e-07
21	22	6.45185e-07
18	33	6.30011e-07
19	32	6.30011e-07
12	35	5.91706e-07
13	34	5.91706e-07
28	32	4.9121e-07
5	23	4.47192e-07
24	30	3.79699e-07
24	32	3.55588e-07
20	22	3.22592e-07
18	32	3.15005e-07
12	34	2.95853e-07
1	33	2.79334e-07
4	23	2.23596e-07
5	22	2.23596e-07
5	7	1.99565e-07
0	33	1.39667e-07
1	32	1.39667e-07
1	31	1.37186e-07
4	22	1.11798e-07
5	11	1.02492e-07
5	6	9.97825e-08
4	7	9.97825e-08
11	21	8.553e-08
13	17	7.62292e-08
0	32	6.98335e-08
1	30	6.85932e-08
0	31	6.85932e-08
29	31	5.81165e-08
5	10	5.12461e-08
4	11	5.12461e-08
4	6	4.98912e-08
1	29	4.68057e-08
9	11	4.55633e-08
10	21	4.2765e-08
11	20	4.2765e-08
13	16	3.81146e-08
12	17	3.81146e-08
0	30	3.42966e-08
28	31	2.90582e-08
29	30	2.90582e-08
4	10	2.5623e-08
1	28	2.34029e-08
0	29	2.34029e-08
9	10	2.27816e-08
8	11	2.27816e-08
10	20	2.13825e-08
12	16	1.90573e-08
28	30	1.45291e-08
0	28	1.17014e-08
19	29	1.16857e-08
8	10	1.13908e-08
